chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
1950s+,"[{'@first': 'yes', 'date': '1962', 'aut': 'S. Longstreet', 'tit': 'Flesh Peddlers', 'edn': '1964', 'num': '260', '#text': 'I’m just their agent [...] They’re the biggest hots since the Clan'}, {'date': '1979', 'aut': 'F. Norman', 'tit': 'Too Many Crooks Spoil the Caper', 'num': '130', '#text': 'The coverage this case is getting in the linens is bound to turn it into a hot property'}, {'date': '1984', 'aut': 'C. White', 'tit': 'Life  and Times of Little Richard', 'num': '97', '#text': 'The church realised that in him they had a very hot property indeed'}, {'date': '1997', 'aut': 'S. Bell', 'tit': ['If...', 'If Files'], 'edn': '1997', 'num': '155', '#text': '24 June in I gotta hot property for you – it’s a millennium musical...'}, {'date': '2000', 'tit': 'Guardian', 'num': '12', '#text': 'G2 3 Feb. The movie was an instant hit [...] and made Hicks a hot property in Hollywood'}]","a success, a sensation",compound,hot property,1962,I’m just their agent [...] They’re the biggest hots since the Clan,2000,G2 3 Feb. The movie was an instant hit [...] and made Hicks a hot property in Hollywood,hot
,"{'@class': 'new', '@first': 'yes', 'date': '1984', 'aut': 'P. Corris', 'tit': 'Heroin Annie', '#text': '‘Marriages Are Made in Heaven’ in  [e-book] This was his handle-with-care, this-side-up voice. I gathered Miss Hope was a hot property'}",an important person,compound,hot property,1984,"‘Marriages Are Made in Heaven’ in  [e-book] This was his handle-with-care, this-side-up voice. I gathered Miss Hope was a hot property",1984,"‘Marriages Are Made in Heaven’ in  [e-book] This was his handle-with-care, this-side-up voice. I gathered Miss Hope was a hot property",hot
2000s,"{'@first': 'yes', 'date': '2000', 'tit': 'Other Side of the Wall: Prisoner’s Dict.', '#text': 'July [Internet] Hot Rail: When a group of inmates stand guard around one particular inmate and his/her significant other on visiting time so the couple can have sexual relations'}",an instance where a group of inmates stand around a particular prisoner during visiting time so that he can have sex with his partner,compound,hot rail,2000,July [Internet] Hot Rail: When a group of inmates stand guard around one particular inmate and his/her significant other on visiting time so the couple can have sexual relations,2000,July [Internet] Hot Rail: When a group of inmates stand guard around one particular inmate and his/her significant other on visiting time so the couple can have sexual relations,hot
1920s+,"[{'@first': 'yes', 'date': '1931', 'aut': 'A. Rouverol', 'tit': 'Dance, Fools, Dance', 'org': 'HDAS', '#text': '[film script] Oh boy, wasn’t that a hot session down there at the garage?'}, {'date': '2002', 'tit': 'GayCork.com', '#text': '[Internet] Good looking 27y.o. wants slim 17–21 for hot session'}]",a good time (orig. sexual intercourse),compound,hot session,1931,"[film script] Oh boy, wasn’t that a hot session down there at the garage?",2002,[Internet] Good looking 27y.o. wants slim 17–21 for hot session,hot
None,"[{'@class': 'new', '@first': 'yes', 'date': '1896', 'tit': 'Barrier Miner', 'num': '2/8', '#text': '(Broken Hill, NSW) 31 Dec. When i entered the dance-room about a hundred of the roughes young men and women were tripping it [...] The faces of the dancers [...] bore the imprint of crime, vice, and cruelty. in the language of the day, I had fallen into ‘a very hot shop’'}, {'@class': 'new18A', 'date': '1907', 'aut': 'D. Stewart', 'tit': ['Shadows of the Night', 'Illus. Police News'], 'num': '12/4', '#text': 'in 10 Aug. ‘I know the crib [i.e. a ‘low’ public house] an’ a hot shop it is an’ no mistake’'}]","of a place, frequented by the underworld",compound,hot shop,1896,"(Broken Hill, NSW) 31 Dec. When i entered the dance-room about a hundred of the roughes young men and women were tripping it [...] The faces of the dancers [...] bore the imprint of crime, vice, and cruelty. in the language of the day, I had fallen into ‘a very hot shop’",1907,in 10 Aug. ‘I know the crib [i.e. a ‘low’ public house] an’ a hot shop it is an’ no mistake’,hot
,"{'@first': 'yes', 'date': '1917', 'aut': 'B. Adams', 'tit': 'Nothing of Importance', 'num': '84', '#text': 'We were ‘standing to’ after the mine, and for half an hour it was rather a ‘hot shop’ [...] I rather enjoyed it'}",an unpleasant situation (caused by weapons fire),compound,hot shop,1917,"We were ‘standing to’ after the mine, and for half an hour it was rather a ‘hot shop’ [...] I rather enjoyed it",1917,"We were ‘standing to’ after the mine, and for half an hour it was rather a ‘hot shop’ [...] I rather enjoyed it",hot
1920s,"{'@class': 'new', '@first': 'yes', 'date': '1926', 'tit': 'Judge', 'num': '31', '#text': '(NY) 91 July-Dec. Hot Sock - Good dancer'}",a good dancer,compound,hot sock,1926,(NY) 91 July-Dec. Hot Sock - Good dancer,1926,(NY) 91 July-Dec. Hot Sock - Good dancer,hot
,"{'@first': 'yes', 'date': '1952', 'con': '1948', 'aut': 'G. Mandel', 'tit': 'Flee the Angry Strangers', 'num': '386', '#text': 'A hustler like Paddy Jenks to bring her ice cream and Horse and hotstick cats who had to dip into her honey'}","of a man, sexually voracious",compound,hot stick,1952,A hustler like Paddy Jenks to bring her ice cream and Horse and hotstick cats who had to dip into her honey,1952,A hustler like Paddy Jenks to bring her ice cream and Horse and hotstick cats who had to dip into her honey,hot
late 17C–18C,"{'@first': 'yes', 'date': '1772', 'aut': 'Bridges', 'tit': 'Burlesque Homer', 'edn': '3rd edn', 'num': '196', 'scaps': ['mars', 'apollo'], '#text': 'To blust’ring   calls, / Who with a Grecian hot-tail’d bitch / Was laid i’th’ bottom of a ditch'}",infected with venereal disease,compound,hot-tailed,1772,"To blust’ring   calls, / Who with a Grecian hot-tail’d bitch / Was laid i’th’ bottom of a ditch",1772,"To blust’ring   calls, / Who with a Grecian hot-tail’d bitch / Was laid i’th’ bottom of a ditch",hot
1960s+,"[{'@first': 'yes', 'date': '1954', 'con': '1920s–30s', 'aut': 'J.O. Killens', 'tit': 'Youngblood', 'edn': '1956', 'num': '464', '#text': 'These little hot-tail gals these days can’t keep they dress down'}, {'date': '1974', 'con': '1945', 'aut': 'M. Angelou', 'tit': 'Gather Together In My Name', 'num': '158', '#text': 'Old hot-tailed bitch. I know what she wants'}, {'date': '1984', 'aut': 'Partridge', 'tit': 'DSUE', 'edn': '8th edn', 'num': '575', 'i': 'hot-arsed', '#text': '[...] later C.20 version of'}]","of a woman, lecherous, lascivious",compound,hot-tailed,1954,These little hot-tail gals these days can’t keep they dress down,1984,[...] later C.20 version of,hot
1920s–30s,"[{'@first': 'yes', 'date': '1927', 'tit': 'DN', 'num': '451', '#text': '‘Jargon of the Und.’ in  V Hot tongue, A passionate woman'}, {'date': '1931', 'aut': 'Irwin', 'tit': 'Amer. Tramp and Und. Sl.', 'num': '105', 'scaps': 'Hot Tongue', '#text': '.–A passionate woman ; another of the frequent and pointed allusions used by the unpolished and uneducated male'}]",a sexually passionate woman,compound,hot tongue,1927,"‘Jargon of the Und.’ in  V Hot tongue, A passionate woman",1931,.–A passionate woman ; another of the frequent and pointed allusions used by the unpolished and uneducated male,hot
1990s+,"{'@first': 'yes', 'date': '1991', 'aut': 'L. Bing', 'tit': 'Do or Die', 'edn': '1992', 'num': '246', '#text': 'He had an awesome reputation as an O.G. He was, as he puts it, a ‘hot topic.’'}",one who has a far-reaching reputation,compound,hot topic,1991,"He had an awesome reputation as an O.G. He was, as he puts it, a ‘hot topic.’",1991,"He had an awesome reputation as an O.G. He was, as he puts it, a ‘hot topic.’",hot
mid-19C,"{'@first': 'yes', 'date': '1865', 'tit': 'Leaves from Diary of Celebrated Burglar', 'num': '57/2', '#text': 'Here he had to bolt a hot ’un from the measure before proceeding'}",a gulp of liquor,compound,hot ’un,1865,Here he had to bolt a hot ’un from the measure before proceeding,1865,Here he had to bolt a hot ’un from the measure before proceeding,hot
mid-19C+,"[{'@first': 'yes', 'date': '1864', 'tit': 'Derby Day', 'num': '68', '#text': 'It’ll be a hot ’un, I expect when I let them in'}, {'date': '1880', 'aut': 'E.J. Milliken', 'tit': 'Punch Almanack', 'num': 'n.p.', '#text': '‘Cad’s Calendar’ in Hot ’un in the eye for that old feller'}, {'date': '1899', 'aut': 'C. Rook', 'tit': 'Hooligan Nights', 'num': '128', '#text': 'I [...] got in free hot ’uns on ’is ribs'}, {'date': '1984', 'aut': 'Partridge', 'tit': 'DSUE', 'edn': '8th edn', 'num': '575', '#text': 'mid-19C–20'}]","a painful, punishing blow or fight",compound,hot ’un,1864,"It’ll be a hot ’un, I expect when I let them in",1984,mid-19C–20,hot
late 19C–1900s,"[{'@first': 'yes', 'date': '1890', 'tit': 'Sporting Times', 'num': '3/2', '#text': '19 Apr. Well your a ’ot ’un'}, {'date': '1908', 'aut': 'A.N. Lyons', 'tit': 'Arthur’s', 'num': '164', 'i': ['my', 'was'], '#text': 'It was a ‘lead,’ I give you  word. ’E  a ’ot un'}]","a debauchee, a degenerate",compound,hot ’un,1890,19 Apr. Well your a ’ot ’un,1908,"It was a ‘lead,’ I give you  word. ’E  a ’ot un",hot
late 19C,"{'@first': 'yes', 'date': '1896', 'aut': 'W.C. Gore', 'tit': 'Student Sl.', 'src': 'Cohen', 'edn': '1997', 'num': '20', 'i': ['hot Willie.', 'hot Willie dog.'], '#text': 'in Showy, fashionable. [...] Same as ‘hot Willie’'}","smart, fashionable, showy",compound,hot willie dog,1896,"in Showy, fashionable. [...] Same as ‘hot Willie’",1896,"in Showy, fashionable. [...] Same as ‘hot Willie’",hot
1900s,"{'@class': 'new', '@first': 'yes', 'date': '1901', 'tit': 'W.A. Sun. Times', 'num': '1/1', '#text': '(Perth) 15 Sept. The hot-and-dirty dealt out in Goldfields ‘buffets’ is no incentive to temperance [and] the retailers of the smoky sludge keep a private pot for railway-nabobs'}",coffee,compound,hot-and-dirty,1901,(Perth) 15 Sept. The hot-and-dirty dealt out in Goldfields ‘buffets’ is no incentive to temperance [and] the retailers of the smoky sludge keep a private pot for railway-nabobs,1901,(Perth) 15 Sept. The hot-and-dirty dealt out in Goldfields ‘buffets’ is no incentive to temperance [and] the retailers of the smoky sludge keep a private pot for railway-nabobs,hot
1940s,"{'@first': 'yes', 'date': '1948', 'aut': 'Cassidy & LePage', 'tit': 'Dict. Jam. Eng.', 'edn': '1980', '#text': 'cited in'}",a meat patty,compound,hot and nice,1948,cited in,1948,cited in,hot
,"[{'@first': 'yes', 'date': '1944', 'aut': 'D. Burley', 'tit': 'Orig. Hbk of Harlem Jive', '#text': '‘Jiver’s Bible’ in'}, {'date': '1959', 'aut': '‘Ed McBain’', 'tit': 'Killer’s Wedge', 'edn': '1981', 'num': '87', 'i': 'comprende', '#text': 'Hot-bed is where people come to sleep in shifts, ?'}]",a bed in a cheap rooming-house that could be hired for 25 cents for eight hours,compound,hotbed,1944,‘Jiver’s Bible’ in,1959,"Hot-bed is where people come to sleep in shifts, ?",hot
None,"{'@first': 'yes', 'date': '1938', 'aut': 'C. Beaton', 'tit': 'Cecil Beaton’s N.Y.', 'num': '167', '#text': 'Some of the grandest Fifth Avenue houses are only a few blocks away from the ‘Hot Bed Houses’ called Home by coloured workers who rent beds, let out in three eight-hour shifts throughout the twenty-four'}",a cheap rooming-house,compound,hotbed,1938,"Some of the grandest Fifth Avenue houses are only a few blocks away from the ‘Hot Bed Houses’ called Home by coloured workers who rent beds, let out in three eight-hour shifts throughout the twenty-four",1938,"Some of the grandest Fifth Avenue houses are only a few blocks away from the ‘Hot Bed Houses’ called Home by coloured workers who rent beds, let out in three eight-hour shifts throughout the twenty-four",hot
None,"[{'@first': 'yes', 'date': '1953', 'aut': 'F. Paley', 'tit': 'Rumble on the Docks', 'edn': '1955', 'num': '69', '#text': 'They got the kids’ hotbeds down along the avenue for half the price.'}, {'date': '1958', 'aut': 'Murtagh & Harris', 'tit': 'Cast the First Stone', 'num': '16', '#text': 'They’re hot-bed hotels [...] They make believe they’re renting to you for the night, but they know they ain’t.'}, {'date': '1967', 'aut': 'S. Harris', 'tit': 'Hellhole', 'num': '97', '#text': 'in If they do not want to pay for a hot-bed hotel, they will go into a hallway with her'}, {'@class': 'new', 'date': '1979', 'aut': 'L. Stewart', 'tit': 'Panic on page One', 'num': '216', '#text': '[He] watched a couple of hookers come out of the hot-bed hotel on the corner'}, {'date': '1982', 'tit': 'Subcommittee on Juvenile Justice', 'num': '47', '#text': 'hearing The Globe Hotel, the biggest hotbed hotel on the block which rents rooms by the hour'}, {'@class': 'new', 'date': '1989', 'aut': 'B. Ritter', 'tit': 'Covenant House', 'num': '131', '#text': 'The Cameo porno theater, which is right next to the Globe Hotel, the biggest hot-bed hotel on the block'}, {'@class': 'new', 'date': '2007', 'aut': 'D. Porter', 'tit': 'Jacko', 'num': '17', '#text': ""One of Gordy's assistants delivered the boys [...] o a ‘hot bed’ hotel on Santa Monica Boulevard, which was teeming with hookers""}]",a cheap brothel or hotel that rents out beds to prostitutes and their short-time clients,compound,hotbed,1953,They got the kids’ hotbeds down along the avenue for half the price.,2007,"One of Gordy's assistants delivered the boys [...] o a ‘hot bed’ hotel on Santa Monica Boulevard, which was teeming with hookers",hot
20C+,"{'@first': 'yes', 'date': '1970', 'aut': 'F. Tarpley', 'tit': 'Blinky', 'num': '259', 'i': 'hot belly', 'org': 'DARE', '#text': 'are based on a knowledge of the Mexican’s fondness for hot, spicy foods'}",a Mexican,compound,hot belly,1970,"are based on a knowledge of the Mexican’s fondness for hot, spicy foods",1970,"are based on a knowledge of the Mexican’s fondness for hot, spicy foods",hot
1980s+,"[{'@first': 'yes', 'date': '1986', 'tit': 'Totally True Diaries of an Eighties Roller Queen', '#text': '[Internet] 7 Feb. Today I got mega stoned at Vicki’s house with some hot knives. It was wicked. I had a mean buzz going all night'}, {'date': '2005', 'aut': 'B. Hare', 'tit': 'Urban Grimshaw', 'num': '45', '#text': 'My lungs were already shot from too many blowbacks and hot knives in the past'}, {'@class': 'new', 'date': '2009', 'aut': 'K.B. Sykes', 'tit': 'Rachel', 'num': '81', '#text': 'His friend had a smouldering piece of cannabis resin between two red-hot knives as the smoke filled the bottle [...] ‘Want a hot-knife?’ asked the man'}]",smoking cannabis from a heated knife; the fumes are sucked up through a broken-off milk-bottle neck,compound,hot-knife,1986,[Internet] 7 Feb. Today I got mega stoned at Vicki’s house with some hot knives. It was wicked. I had a mean buzz going all night,2009,His friend had a smouldering piece of cannabis resin between two red-hot knives as the smoke filled the bottle [...] ‘Want a hot-knife?’ asked the man,hot
late 19C; 1970s,"[{'@first': 'yes', 'date': '1890–1904', 'aut': 'Farmer & Henley', 'tit': 'Sl. and Its Analogues'}, {'date': '1972', 'aut': 'B. Rodgers', 'tit': 'Queens’ Vernacular'}]",semen,compound,hot milk,1890,,1972,,hot
1980s,"{'@class': 'edited', '@first': 'yes', 'date': '1986', 'aut': 'R.G. Barrett', 'tit': 'Real Thing', 'num': '85', '#text': 'Drinking piss, smoking plenty of hot ones and chasing snow bunnies'}",a cannabis cigarette,compound,hot one,1986,"Drinking piss, smoking plenty of hot ones and chasing snow bunnies",1986,"Drinking piss, smoking plenty of hot ones and chasing snow bunnies",hot
late 17C–early 19C,"[{'@first': 'yes', 'circa': '1698', 'aut': 'B.E.', 'tit': 'Dict. Canting Crew', 'num': 'n.p.', '#text': 'Ale and Brandy boyled together'}, {'date': '1725', 'tit': 'New Canting Dict.', 'i': 'c', '#text': '[as cit. .1698]'}, {'date': '1772', 'aut': 'Bridges', 'tit': 'Burlesque Homer', 'edn': '3rd edn', 'num': '415', 'scaps': ['nestor', 'apollo'], '#text': 'Hot-pots! says ; by , / If that’s the case, we’ll quickly follow!'}, {'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue'}, {'date': '1788', 'aut': 'G.A. Stevens', 'tit': 'Adventures of a Speculist', 'num': '56', '#text': 'II A Watchman and an old Blind Woman, troubled with the palsy, drinking hot-pot together'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",a hot drink made of ale and brandy,compound,hotpot,1698,Ale and Brandy boyled together,1823,,hot
1990s+,"[{'@class': 'new', '@first': 'yes', 'date': '1991', 'aut': 'M.S. Gold', 'tit': 'Good News about Drugs', 'num': '157', '#text': 'Ice produces what users call ‘cool smoke’ — clean and white — as opposed to the dirty brown ‘hot smoke’ of crack'}, {'date': '2002', 'tit': 'DRUG-ARM Aus.', 'scaps': 'hotsmoke', '#text': '[Internet] Slang Terms:  Refers to smoking Crack'}]",the smoking of crack cocaine,compound,hotsmoke,1991,Ice produces what users call ‘cool smoke’ — clean and white — as opposed to the dirty brown ‘hot smoke’ of crack,2002,[Internet] Slang Terms:  Refers to smoking Crack,hot
20C+,"{'@first': 'yes', 'date': '2002', 'aut': '‘Touré’', 'tit': 'Portable Promised Land', 'num': '156', '#text': '(ms.) We Words (My Favorite Things) [...] Hotstepper. Crumbsnatcher. Rumpshaker'}","a prison-breaker, a fugitive from prison or a penal institution",compound,hot stepper,2002,(ms.) We Words (My Favorite Things) [...] Hotstepper. Crumbsnatcher. Rumpshaker,2002,(ms.) We Words (My Favorite Things) [...] Hotstepper. Crumbsnatcher. Rumpshaker,hot
mid-late 19C,"[{'@class': 'new19A', '@first': 'yes', 'date': '1840', 'tit': 'Carlisle Patriot', 'num': '4/1', '#text': '8 Feb. While we down at Wapping, / Are drinking hot stopping, / To the health of the judges in jail'}, {'date': '1890', 'aut': '‘Rolf Boldrewood’', 'tit': 'Colonial Reformer', 'num': '30', '#text': 'II One needs a generous wine after our adventure – and a glass of ‘hot stopping’ won’t do any harm afterwards'}]",hot spirits and water,compound,hot stopping,1840,"8 Feb. While we down at Wapping, / Are drinking hot stopping, / To the health of the judges in jail",1890,II One needs a generous wine after our adventure – and a glass of ‘hot stopping’ won’t do any harm afterwards,hot
mid-19C,"[{'@first': 'yes', 'date': '1860', 'aut': 'Hotten', 'tit': 'Dict. of Modern Sl. etc.', 'edn': '2nd edn'}, {'date': ['1864', '1867', '1870'], 'aut': 'Hotten', 'tit': 'Sl. Dict.'}, {'date': '1873', 'tit': 'Sl. Dict.'}, {'@class': 'new', '@first': 'yes', 'date': '1900', 'tit': 'Eve. Teleg.', 'num': '3/6', '#text': '(Dundee) 1 Sept. The language of the London East-end pub [...] ‘Hot tiger’ — Hot spiced ale and sherry'}]","a mixture of hot-spiced ale and sherry, originated at Oxford University",compound,hot tiger,1860,,1900,(Dundee) 1 Sept. The language of the London East-end pub [...] ‘Hot tiger’ — Hot spiced ale and sherry,hot
mid-19C,"{'@class': 'new', '@first': 'yes', 'date': '1833', 'tit': ['Convivialist', 'Bawdy Songbooks'], 'src': 'Spedding & Watt', 'edn': '2011', 'num': '17', '#text': '‘The Trotting Horse’ in in (eds) IV Up comes some saucy kiddy, a scamp pon the hot, / But when he pulls the trigger, why I’m off just like a shot'}","up to no good, engaged in crime",phrase,on the hot,1833,"‘The Trotting Horse’ in in (eds) IV Up comes some saucy kiddy, a scamp pon the hot, / But when he pulls the trigger, why I’m off just like a shot",1833,"‘The Trotting Horse’ in in (eds) IV Up comes some saucy kiddy, a scamp pon the hot, / But when he pulls the trigger, why I’m off just like a shot",hot
1950s+,"[{'@class': 'new', '@first': 'yes', 'date': '1958', 'tit': 'Commentary', 'num': '230/1', '#text': 'n.d. Some characteristics pertinent to the creation of this fantasyland are [...] three daily meals and a bed (three hots and a cot),'}, {'date': '1969', 'tit': 'N.Y. Times', 'num': '51', '#text': '28 Sept. For a day’s work, each youth is paid 50 cents plus earning his room and board, or ‘three hots and a cot,’ as one youth described it'}, {'date': '1977', 'con': '1949', 'aut': 'J.G. Dunne', 'tit': 'True Confessions', 'edn': '1979', 'num': '261', '#text': 'Knew a fellow once, had a bleeding ulcer, wanted to keep me around. Hundred a week, three hots and a cot, and a shot at the nigger maid'}, {'date': '1989', 'aut': 'W. Kotzwinkle', 'tit': 'Midnight Examiner', 'edn': '1990', 'num': '135', '#text': 'If only the bastards would accept me, my old age would be assured. [...] Three hots and a cot, my own little cell, and Gregorian chants.'}, {'date': '1990', 'con': 'early 1950s', 'aut': 'J. Ellroy', 'tit': 'L.A. Confidential', 'num': '4', '#text': 'Stoop labor for three hots and a cot'}, {'@class': 'N331', 'date': '1990', 'aut': 'J. Ellroy', 'src': 'Pronzini & Adrian', 'tit': 'Hard-Boiled', 'edn': '1995', 'num': '490', '#text': '‘Gravy Train’ in  A grand a week cash and three hots and a cot'}, {'@class': 'N331', 'date': '1990', 'aut': 'S. Morgan', 'tit': 'Homeboy', 'num': '311', '#text': 'World! Jes leaves me what I got, three hots and a cot'}, {'@class': 'N331', 'date': '1994', 'aut': 'N. McCall', 'tit': 'Makes Me Wanna Holler', 'edn': '1995', 'num': '236', '#text': 'I had a place to eat and sleep, three hots and a cot'}, {'@class': 'N331', 'date': '2001', 'aut': 'J. Stahl', 'tit': 'Plainclothes Naked', 'edn': '2002', 'num': '278', '#text': 'Look on the bright side [...] Three hots and a cot'}, {'date': '2005', 'aut': 'G. Pelecanos', 'tit': 'Drama City', 'num': '172', '#text': 'Least I had some privacy in the cut. Three-hots-and-a-cot is lookin’ pretty good right now'}, {'@class': 'new', 'date': '2008', 'aut': 'G. Pelecanos', 'tit': 'Way Home', 'edn': '2009', 'num': '87', '#text': 'I’m not talkin about that three-hots-and-a-cot bullshit you hear all the time'}]","three meals a day plus a bed for the night, often used as a rate of payment",phrase,three hots and a cot,1958,"n.d. Some characteristics pertinent to the creation of this fantasyland are [...] three daily meals and a bed (three hots and a cot),",2008,I’m not talkin about that three-hots-and-a-cot bullshit you hear all the time,hot
late 19C+,"[{'@class': 'new16', '@first': 'yes', 'date': '1896', 'tit': 'Sun. Times', 'num': '5/8', '#text': '(Sydney) 31 May Hello, Sir George! What prompted that foolish letter of yours in the dailies of Thursday? / Foolish! Come - that’s a bit hot; eh, what?'}, {'@class': 'new16 N331', 'date': '1901', 'tit': 'Leamington Spa Courier', 'num': '2/4', '#text': '19 July Defendant [...] ‘went for’ James [...] and struck him a blow. Complainant said, ‘Well that’s a little bit hot’'}, {'@class': 'new16', 'date': '1905', 'tit': 'London Dly News', 'num': '9/4', '#text': '26 Aug. Defendant would be fined £60 for one day, and £10 for succeeding days [...] White: ‘Oh, that’s a bit hot'}, {'@class': 'new16', 'date': '1909', 'tit': 'Mount Barker Courier', 'num': '4/8', '#text': '(SA) 23 July Graham was charged with having no lawful visible means of support and sentenced to one month’s imprisonment, which was suspended on condition that he left, the town within an hour. ‘That’s a bit hot,’ he remarked on leaving the court'}, {'@class': 'new16', 'date': '1916', 'tit': 'Dundee People’s Jrnl', 'num': '2/5', '#text': '21 Oct. Golly, that’s a bit hot, ain’t it? Sort of shoving my head into the lion’s mouth'}, {'@class': 'new16', 'date': '1918', 'tit': 'Eve. Public Ledger', 'num': '21/5', 'i': 'Bulletin', '#text': '(Phila., PA) 2 Dec. [from Sydney ] ‘Look, Digger, it’s a bit hot you writing love letters to my wife ’'}, {'@class': 'new16', 'date': '1925', 'tit': 'Gloucs. Echo', 'num': '3/2', '#text': '25 Sept. ‘Why do you write such bosh of cheap apples?’ [...] ‘That’s a bit hot, but it is because [etc]’'}, {'@class': 'new16', 'date': '1928', 'tit': 'Windsor and Richmond Gaz.', 'num': '6/3', '#text': '(NSW) 26 Oct. He added that milking cows being driven along the road had actually been turned into the pound. ‘Oh, that’s a bit hot!’ exclaimed Ald. Cox; ‘I can’t believe that that happened’'}, {'@class': 'new16 N331', 'date': '1932', 'aut': 'L. Lower', 'tit': 'Here’s Another', '#text': '[ebook] It was a bit hot on him, being cast out into the world, though'}, {'@class': 'new16', 'date': '1933', 'tit': 'Richmond River Herald', 'num': 'n.p.', '#text': '(NSW) 1 Sept. Mr. McDonell complained of the launch rates charged to suppliers - 1/6 per reel on barbed wire, for instance. That was a bit hot, he thought. The lorries cart it for 9d and 1/-'}, {'@class': 'new16', 'date': '1934', 'tit': 'Nottingham Eve. Post', 'num': '8/5', '#text': '7 June [headline] That’s a Bit Hot! — Man who gave the Fire Alarm Gets a Bill for £17 from the Brigade'}, {'@class': 'new16', 'date': '1944', 'tit': 'Sun', 'num': '3/4', '#text': '(Sydney) 21 July This man was fined £50. Isn’t that a bit hot?'}, {'@class': 'new16', 'date': '1945', 'tit': 'Dly Mirror', 'num': '4/5', '#text': '3 Aug. ‘Croydon Advent Church. Subject Sunday July 29 “Is There a Hell?” A friendly welcomer awaits you.’ Say, that’s a bit hot!'}, {'@class': 'new16', 'date': '1954', 'tit': 'Townsville Dly Bull.', 'num': '7/3', '#text': '(Qld) 27 Oct. ‘I think he only feeds at flood time when a sheep or a calf comes washing down. His gob would swallow one of them easily.’‘Aw Sid, for crying out loud,’ I said, ‘that’s a bit hot, isn’t it?’'}]","excessive, extreme",phrase,"bit hot, a",1896,"(Sydney) 31 May Hello, Sir George! What prompted that foolish letter of yours in the dailies of Thursday? / Foolish! Come - that’s a bit hot; eh, what?",1954,"(Qld) 27 Oct. ‘I think he only feeds at flood time when a sheep or a calf comes washing down. His gob would swallow one of them easily.’‘Aw Sid, for crying out loud,’ I said, ‘that’s a bit hot, isn’t it?’",hot
1930s–40s,"{'@first': 'yes', 'date': '1940', 'aut': 'D. Maurer', 'tit': 'Big Con', 'num': '292', 'scaps': 'come hot', '#text': 'To . To take a con-touch when the victim realizes he is swindled'}","for a confidence man to go ahead with his plan, even when the victim knows that he is being swindled",phrase,come hot,1940,To . To take a con-touch when the victim realizes he is swindled,1940,To . To take a con-touch when the victim realizes he is swindled,hot
1920s,"{'@first': 'yes', 'date': '1932', 'aut': 'J.L. Kuethe', 'tit': 'AS', 'num': '332', 'i': 'get hot', '#text': '‘Johns Hopkins Jargon’ in  VII:5 —become enthusiastic; ‘pep it up.’'}","to get busy, to put in extra effort",phrase,get hot on,1932,‘Johns Hopkins Jargon’ in  VII:5 —become enthusiastic; ‘pep it up.’,1932,‘Johns Hopkins Jargon’ in  VII:5 —become enthusiastic; ‘pep it up.’,hot
20C+,"{'@first': 'yes', 'date': '2002', 'aut': '‘Corporal Naught’', 'tit': 'SpiceIsle.com', '#text': 'posting 24 Jan. on The Spice Islander Talk Shop at  [Internet] Women, as you pointed out, ALWAYS get the hot end of the stick (except on a few, VERY few occasions)'}","to be victimized, to be given a hard time",phrase,get the hot end of,2002,"posting 24 Jan. on The Spice Islander Talk Shop at  [Internet] Women, as you pointed out, ALWAYS get the hot end of the stick (except on a few, VERY few occasions)",2002,"posting 24 Jan. on The Spice Islander Talk Shop at  [Internet] Women, as you pointed out, ALWAYS get the hot end of the stick (except on a few, VERY few occasions)",hot
late 16C,"{'@first': 'yes', 'circa': '1597', 'aut': 'Shakespeare', 'tit': 'Merry Wives of Windsor', 'num': 'V v', '#text': 'When gods have hot backs, what shall poor men do?'}",to be sexually aroused or available,phrase,have a hot back,1597,"When gods have hot backs, what shall poor men do?",1597,"When gods have hot backs, what shall poor men do?",hot
20C+,"{'@first': 'yes', 'date': '1996', 'aut': 'Allsopp', 'tit': 'Dict. Carib. Eng. Usage'}","to answer cheekily, to talk back",phrase,have a hot mouth,1996,,1996,,hot
late 18C–early 19C,"[{'@class': 'new', '@first': 'yes', 'circa': '1786', 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'num': 'n.p.', 'u': 'Hot Stomach', '#text': 'ms. additions . He has so hot a stomach that it burns all the Clothes off his Back, said of one who spends all his money on Drams'}, {'date': ['1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'edn': '2nd, 3rd edn', 'num': 'n.p.', '#text': 'He has so hot a stomach, that he burns all the clothes off his back; said of one who pawns his clothes to purchase liquor'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",to pawn one’s clothes to get money for buying liquor; also ext. as,phrase,have a hot stomach,1786,"ms. additions . He has so hot a stomach that it burns all the Clothes off his Back, said of one who spends all his money on Drams",1823,,hot
