chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
,"[{'@class': 'new17B', '@first': 'yes', 'date': '1925', 'tit': 'Eau Claire Leader', 'num': '12/6', '#text': '(WI) 16 May ‘Isn’t this hat of mine the cat’s kittens’'}, {'@class': 'N331', 'date': '1926', 'aut': 'Van Vechten', 'tit': 'Nigger Heaven', 'num': '207', '#text': 'Dawggone, ef that ain’t the cat’s kanittans!'}, {'date': '1929', 'aut': 'T. Gordon', 'tit': 'Born to Be', 'edn': '1975', 'num': '204', '#text': 'London was the cat’s kittens'}]","anything or anyone exceptional, superlative",compound,cat’s kittens,1925,(WI) 16 May ‘Isn’t this hat of mine the cat’s kittens’,1929,London was the cat’s kittens,cat
mid-19C,"{'@first': 'yes', 'date': '1849', 'tit': 'Davy Crockett’s Almanack', 'num': 'n.p.', 'org': 'HDAS', '#text': 'The war the men with cat smellers on thar upper lips'}","facial hair, whiskers",compound,cat-smellers,1849,The war the men with cat smellers on thar upper lips,1849,The war the men with cat smellers on thar upper lips,cat
,"{'@first': 'yes', 'date': '1918', 'tit': 'Wadsworth Gas Attack', 'num': 'n.p.', '#text': '5 Jan.  I was the cat’s mitts, as I doped it out'}","a superior person, or someone who poses as such",compound,cat’s mitts,1918,"5 Jan.  I was the cat’s mitts, as I doped it out",1918,"5 Jan.  I was the cat’s mitts, as I doped it out",cat
1920s+,"[{'pre': '1894', 'aut': 'G.F. Northall', 'tit': 'Folk-Phrases of Four Counties', 'num': '15', 'b': 'Her’s the cat’s mother', 'i': ['her', 'she'], '#text': '[...] Said to one who uses the possessive  of the third person instead of the nominative ]'}, {'@class': 'new17B us', '@first': 'yes', 'date': '1928', 'tit': 'St Cloud Times', 'num': '12/2', '#text': '(MN) 7 Sept. ‘She — the cat’s mother,’ Mrs Hainess murmured'}, {'date': '1953', 'aut': 'J. Franklyn', 'tit': 'Cockney', 'num': '272', '#text': 'Who’s she? – the cat’s mother?'}, {'@class': 'N331', 'date': '1959', 'aut': 'I. & P. Opie', 'tit': 'Lore and Lang. of Schoolchildren', 'edn': '1977', 'num': '73', 'i': 'she', '#text': 'To one who keeps saying ‘she’ in an impolite manner the reproof is: ‘Who’s , the cat’s mother?’'}, {'date': '1963', 'aut': 'L. Daiken', 'tit': 'Out Goes She', 'num': '37', '#text': 'Who’s SHE? / The cat’s mother!'}, {'date': '1975', 'aut': 'E. Brady', 'tit': 'All in! All in!', 'num': '22', 'i': ['She', 'she?'], '#text': 'did it / Who’s  / The cat’s mother!'}, {'date': '1983', 'aut': 'P. Devlin', 'tit': 'All of us There', 'num': '51', '#text': '‘Who’s he?’ she said. ‘The cat’s father?’'}, {'date': '1986', 'aut': 'P. Barker', 'tit': 'Liza’s England', 'edn': '1996', 'num': '134', '#text': '‘She’s after us, Dad.’ ‘She’s the cat’s grandmother. Say who you mean.’]'}, {'date': '1996', 'con': '1970', 'aut': 'G. Moxley', 'tit': ['Danti-Dan', 'Dazzling Dark'], 'src': 'McGuinness', 'num': 'II i', 'scaps': ['noel', 'dolores'], '#text': 'in  : Who did? Me? : No, the cat’s aunt'}, {'@class': 'new us', 'date': '2012', 'aut': 'J.T. Ellison', 'tit': 'Deeper Darkness', 'num': '58', '#text': ""He sometimes referred to Sam's mother as her. Laura would always retort, ‘Who’s her, the cat's mother?’""}]",a dismissive description of an individual or a response to a question that is considered impertinent or over-intrusive,compound,cat’s mother,1894,[...] Said to one who uses the possessive  of the third person instead of the nominative ],2012,"He sometimes referred to Sam's mother as her. Laura would always retort, ‘Who’s her, the cat's mother?’",cat
,"[{'@class': 'new us', '@first': 'yes', 'date': '1923', 'aut': 'W.C. Williams', 'tit': ['Spring & All', 'Coll. Poems'], 'edn': '1991', 'num': '216', '#text': 'in Our orchestra / is the cat’s nuts'}, {'date': '1930', 'con': '1900s–10s', 'aut': 'Dos Passos', 'tit': ['42nd Parallel', 'USA'], 'edn': '1966', 'num': '70', '#text': 'in ‘Ain’t this hunkydory?’ whispered Ike. ‘It’s the cat’s nuts, Ike.’'}, {'date': '1936', 'aut': 'M. Levin', 'tit': 'Old Bunch', 'edn': '1946', 'num': '189', '#text': 'He forgot his hat! That’s the cat’s nuts!'}]","anything exceptional, superlative",compound,cat’s nuts,1923,in Our orchestra / is the cat’s nuts,1936,He forgot his hat! That’s the cat’s nuts!,cat
,"[{'@first': 'yes', 'date': '1929', 'aut': 'M. Levin', 'tit': 'Reporter', 'num': '32', '#text': 'At Welf Anjou’s funeral [...] they jumped Catsnuts Maloney for trying to make a grave picture'}, {'date': '1936', 'aut': 'M. Levin', 'tit': 'Old Bunch', 'edn': '1946', 'num': '123', '#text': 'Is she the cat’s nuts! Boy, I could go fur her!'}, {'@class': 'new us', 'date': '1985', 'aut': 'B. Pronzini', 'tit': 'Bones', 'edn': '2011', 'num': '179', '#text': ""She thinks you're the cat’s nuts, too""}, {'@class': 'new us', 'date': '2011', 'aut': 'J.F. Mariglino', 'tit': 'Best Known Unknown', 'num': '145', '#text': 'I had the top down and I felt like the cat’s nuts!'}]","a superior person, or someone who poses as such",compound,cat’s nuts,1929,At Welf Anjou’s funeral [...] they jumped Catsnuts Maloney for trying to make a grave picture,2011,I had the top down and I felt like the cat’s nuts!,cat
20C+,"[{'@first': 'yes', 'date': '2002', 'aut': 'M. Heuzenroeder', 'tit': 'Jever.de', '#text': '‘Guestbook’ on  [Internet] When I lived in Berlin in the early 80s, I really liked Jever Pils, but only ever get to drink it when I visit Germany which is infrequent. It is impossible to get this beer in Australia which is a great shame because most aussie beer is cat’s pee'}, {'@class': 'new uk', 'date': '2012', 'aut': 'L. Page', 'tit': 'And One for Luck', 'num': 'n.p.', '#text': ""I’m sure the landlord waters the beer. It's like bloody cat’s pee. No ’ead at all""}]",any form of weak alcoholic drink,compound,cat’s pee,2002,"‘Guestbook’ on  [Internet] When I lived in Berlin in the early 80s, I really liked Jever Pils, but only ever get to drink it when I visit Germany which is infrequent. It is impossible to get this beer in Australia which is a great shame because most aussie beer is cat’s pee",2012,I’m sure the landlord waters the beer. It's like bloody cat’s pee. No ’ead at all,cat
1940s+,"[{'@class': 'new17B', '@first': 'yes', 'date': '1989', 'tit': 'Tharunka', 'num': '11/1', '#text': '(Kensington, NSW) 11 Sept. And there’s nothing worse than downing cat’s piss'}, {'date': '2002', 'tit': 'OxfordStudent.com', '#text': '‘Letter from America’ 31 Oct. at  [Internet] Better than the usual American beer, though, for which I’m told the official term is ‘cat’s piss’'}, {'@class': 'new17B', 'date': '2011', 'aut': 'M. Nespolo', 'tit': 'Seven Ways to Kill a Cat', 'num': '9', '#text': ""‘What's weird is the bottle’s legit, but I’m guessing it didn't come with this cat’s piss in it’""}]",any form of weak drink,compound,cat’s piss,1989,"(Kensington, NSW) 11 Sept. And there’s nothing worse than downing cat’s piss",2011,"‘What's weird is the bottle’s legit, but I’m guessing it didn't come with this cat’s piss in it’",cat
,"{'@first': 'yes', 'date': '1996', 'aut': 'Allsopp', 'tit': 'Dict. Carib. Eng. Usage'}",to fall spreadeagled on the ground,compound,cat spraddle,1996,,1996,,cat
,"{'@first': 'yes', 'date': '1996', 'aut': 'Allsopp', 'tit': 'Dict. Carib. Eng. Usage'}",to beat severely,compound,cat spraddle,1996,,1996,,cat
1990s+,"{'@first': 'yes', 'date': '2001', 'tit': 'OnLine Dict. of Playground Sl.', 'b': {'i': 'n.', '#text': 'cats prick'}, '#text': '[Internet]  overly elongated burning end of a cigarette that’s created when a group of people pass it round and smoke it very quickly. Imagine 5 or 6 lads in the boy’s bogs passing round a Benson & Hedges, By the time it’s almost finished the burning ember is about an inch long, and someone would always exclaim, ‘look at the fuckin’ cat’s prick on that!’'}","the elongated end of a burning cigarette, caused by its being shared and smoked fast",compound,cat’s prick,2001,"[Internet]  overly elongated burning end of a cigarette that’s created when a group of people pass it round and smoke it very quickly. Imagine 5 or 6 lads in the boy’s bogs passing round a Benson & Hedges, By the time it’s almost finished the burning ember is about an inch long, and someone would always exclaim, ‘look at the fuckin’ cat’s prick on that!’",2001,"[Internet]  overly elongated burning end of a cigarette that’s created when a group of people pass it round and smoke it very quickly. Imagine 5 or 6 lads in the boy’s bogs passing round a Benson & Hedges, By the time it’s almost finished the burning ember is about an inch long, and someone would always exclaim, ‘look at the fuckin’ cat’s prick on that!’",cat
late 18C–19C,"[{'@first': 'yes', 'date': '1700', 'aut': 'T. Brown', 'tit': ['Amusements Serious and Comical', 'Works'], 'edn': '1744', 'num': '107', 'i': 'in equilibrio', '#text': 'in  III His belly is the counter-part of his back, and seems to poise the machine, and keep it  on his cat-stick legs'}, {'date': '1732', 'tit': 'Ladies Delight', 'num': '23', 'i': 'Mars', '#text': 'Think Strumpets Saints, or catstick’d Beau a'}, {'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'num': 'n.p.', 'scaps': 'Cat sticks', '#text': ', thin legs, compared to sticks with which boys play at catsticks'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}]",very thin legs; thus  adj,compound,cat sticks,1700,"in  III His belly is the counter-part of his back, and seems to poise the machine, and keep it  on his cat-stick legs",1811,,cat
19C,"[{'@first': 'yes', 'date': ['1859', '1860'], 'aut': 'Hotten', 'tit': 'Dict. of Modern Sl. etc.'}, {'@class': 'N331', 'date': ['1864', '1867', '1870'], 'aut': 'Hotten', 'tit': 'Sl. Dict.'}, {'date': '1873', 'tit': 'Sl. Dict.'}]",gin,compound,cat’s water,"['1859', '1860']",,1873,,cat
1990s+,"{'@first': 'yes', 'date': '2001', 'aut': '‘xxx’', 'tit': 'ComputerContractor.net', '#text': 'posting on  14 Jun. [Internet] A degree in the university of life you cat wanker, something you wouldn’t know anything about! Grow up...a degree, like marriage, is just a bit of paper, it shows that you can remember crap from text books'}",a general term of derision,compound,catwanker,2001,"posting on  14 Jun. [Internet] A degree in the university of life you cat wanker, something you wouldn’t know anything about! Grow up...a degree, like marriage, is just a bit of paper, it shows that you can remember crap from text books",2001,"posting on  14 Jun. [Internet] A degree in the university of life you cat wanker, something you wouldn’t know anything about! Grow up...a degree, like marriage, is just a bit of paper, it shows that you can remember crap from text books",cat
20C+,"[{'@class': 'new', '@first': 'yes', 'date': '1926', 'tit': 'Sport', 'num': '5/1', '#text': '(Adelaide) 23 Apr. Why some of my patients — beg parding, I mean clients — if they do a dollar in at the races are always so bally mournful and pull such long faces that it would be only a fair thing to charge them extra for a shave. Wishter goodness these cat whippers could only borrow a few smiles from you occasionally.'}, {'@class': 'new', 'date': '1944', 'tit': 'Truth', 'num': '4/3', '#text': '(Sydney) 13 Feb. One of the chief cat-whippers in Melbourne today must be Scobie Breasley [...] Breasley saw Kintore donkey-lick a field of youngsters in the Federal Stakes, and had salt rubbed into his wound when the Lewis cuddy Valour curled the mo in the Bond Handicap'}, {'@class': 'N331', '@first': 'yes', 'date': '1945', 'aut': 'Baker', 'tit': 'Aus. Lang.'}]",one who whinges over their misfortunes,compound,cat-whipper,1926,"(Adelaide) 23 Apr. Why some of my patients — beg parding, I mean clients — if they do a dollar in at the races are always so bally mournful and pull such long faces that it would be only a fair thing to charge them extra for a shave. Wishter goodness these cat whippers could only borrow a few smiles from you occasionally.",1945,,cat
20C+,"[{'@class': 'edited us', '@first': 'yes', 'date': '1976', 'aut': 'Big Joe Williams', 'src': 'Levet', 'tit': 'Talkin That Talk', 'edn': '2010', 'num': '104/2', '#text': 'cited in Drinking what they call cat-whiskey [...] some call it corn, but it’s cat-whiskey'}, {'@class': 'edited us', 'date': '2009', 'aut': 'R.L. Van Ommeren', 'tit': 'From Rebellion to Submission', 'num': '190', '#text': ""Some said the stuff was made with corn, yeast, and battery acid. If a dog, cat, or rat fell in the brew, they’d be drinking that too; no one was sure what was in it. It was known as cat whiskey; it was like a stealthy cat pouncing on you before you know it. You don't fight it; you just pass out. Cat whiskey steals one’s thoughts. In the middle of a sentence thoughts are lost. It eats the liver and the stomach""}, {'@class': 'edited us', 'date': '2010', 'con': '1930s', 'aut': 'M. Watman', 'tit': 'Chasing the White Dog', 'num': '120', '#text': 'He charged 35 cents for a half-pint of whiskey. This was ‘first-made’ whiskey, that’s what I call it: tom-cat whiskey. It wasn’t bonded liquor'}, {'@class': 'edited us', 'date': '2012', 'con': '1900s', 'aut': 'B. Cogburn', 'tit': 'Rooster', 'num': '111', '#text': 'With the demand for good, mountainmade cat whiskey greater than ever, accusations of stealing whiskey stills and caches led to many a brawl'}]","cheap, rotgut whisky",compound,cat-whiskey,1976,"cited in Drinking what they call cat-whiskey [...] some call it corn, but it’s cat-whiskey",2012,"With the demand for good, mountainmade cat whiskey greater than ever, accusations of stealing whiskey stills and caches led to many a brawl",cat
1960s–70s,"[{'@first': 'yes', 'date': '1960', 'aut': 'E. De Roo', 'tit': 'Big Rumble', 'num': '58', '#text': '‘What should I tell you is that I’m a real cat. But you’d find out soon enough — I’m not.’ ‘But you like cat food, don’t ya?’'}, {'date': '1978', 'aut': 'W. Brown', 'tit': 'Tragic Magic', 'num': '72', '#text': 'If brothers knew that if they shucked and jived, the sisters wouldn’t get up off any cat food, they would get their shit together in a hurry'}]",sexual intercourse,compound,cat food,1960,"‘What should I tell you is that I’m a real cat. But you’d find out soon enough — I’m not.’ ‘But you like cat food, don’t ya?’",1978,"If brothers knew that if they shucked and jived, the sisters wouldn’t get up off any cat food, they would get their shit together in a hurry",cat
mid-19C,"[{'@first': 'yes', 'date': '1856', 'aut': 'H. Mayhew', 'tit': 'Great World of London', 'num': '46', '#text': 'I ‘Cat and Kitten Hunters,’ who make off with quart and pint pots from area railings'}, {'date': '1861', 'aut': 'H. Mayhew', 'tit': 'London Labour and London Poor', 'num': '26', '#text': 'IV [as cit. 1856]'}, {'@class': 'new19B', 'date': '1901', 'tit': 'Argus', 'num': '6/4', 'i': 'sic', '#text': '(Melbourne) 20 Sept. Amongst these small fry of the profession [are] the carrier pigeon, a swindler’s agent, the cat and kitten stealer, whose special line is quart and pint pots, the Charley pilcher [], a very poor kind of cheat, the dido, who steals from carts'}]",a person who steals pewter quart and pint pots from public houses,compound,cat and kitten hunter,1856,"I ‘Cat and Kitten Hunters,’ who make off with quart and pint pots from area railings",1901,"(Melbourne) 20 Sept. Amongst these small fry of the profession [are] the carrier pigeon, a swindler’s agent, the cat and kitten stealer, whose special line is quart and pint pots, the Charley pilcher [], a very poor kind of cheat, the dido, who steals from carts",cat
mid-19C,"[{'@class': 'new17B', '@first': 'yes', 'date': '1851', 'tit': 'Bells New Wkly Messenger', 'num': '6/2', '#text': '‘Adventures of Mr and Mrs Sandboys’ in 9 Mar. I may mention [...] bluey-hunting, or pilfering metal and especially lead from the tops of houses; and cat and kitten hunting, or abstracting pewter quart and pint-pots'}, {'date': '1857', 'aut': '‘Ducange Anglicus’', 'tit': 'Vulgar Tongue', 'num': '7', '#text': 'Cat and Kitten Hunting Stealing publicans’ pewter pots.'}, {'pre': '1858', 'aut': 'A. Mayhew', 'tit': 'Paved with Gold', 'num': '268', '#text': 'He could tell tales of trunks knowingly cut away from their lashings to the hind springs, or how he had ‘pricked for panam in the wicker,’ or ‘sneaked a cat and kitten’ from the tap-room]'}, {'date': '1859', 'aut': 'Hotten', 'tit': 'Dict. of Modern Sl. etc.', 'num': '18', '#text': 'CAT AND KITTEN SNEAKING, stealing pint and quart pots from public-houses'}, {'date': ['1864', '1867', '1870'], 'aut': 'Hotten', 'tit': 'Sl. Dict.', '#text': '[as cit. 1859]'}]",the stealing of pint and quart pots from public houses,compound,cat and kitten hunting,1851,"‘Adventures of Mr and Mrs Sandboys’ in 9 Mar. I may mention [...] bluey-hunting, or pilfering metal and especially lead from the tops of houses; and cat and kitten hunting, or abstracting pewter quart and pint-pots","['1864', '1867', '1870']",[as cit. 1859],cat
early 19C,"[{'@first': 'yes', 'date': '1812', 'aut': 'Vaux', 'tit': 'Vocab. of the Flash Lang.'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",the stealing of pint and quart pots from public houses,compound,cat and kitten rig,1812,,1823,,cat
late 19C,"{'@first': 'yes', 'date': '1909', 'aut': 'J. Ware', 'tit': 'Passing Eng. of the Victorian Era'}",the stealing of pewter tankards from public houses,compound,cat sneaking,1909,,1909,,cat
1950s,"{'@first': 'yes', 'date': '1956', 'aut': 'Carl Perkins', '#text': '[song title] Put Your Cat Clothes On'}",fashionable clothing as favoured by jazz fans,compound,cat clothes,1956,[song title] Put Your Cat Clothes On,1956,[song title] Put Your Cat Clothes On,cat
1960s+,"{'@first': 'yes', 'date': '1994', 'aut': 'G. Smitherman', 'tit': 'Black Talk'}","a strutting style of walking, intended to emphasize one’s pride, independence and masculinity",compound,cat walk,1994,,1994,,cat
late 19C,"{'@first': 'yes', 'date': '1909', 'aut': 'J. Ware', 'tit': 'Passing Eng. of the Victorian Era'}","a genteel female beggar who asks for money at people’s houses, often backing her request with a (fake) testimonial from a charity",phrase,cat on a testy dodge,1909,,1909,,cat
1950s+,"[{'@class': 'new', '@first': 'yes', 'date': '1836', 'tit': ['Gentleman’s Private Songster', 'Bawdy Songbooks'], 'src': 'Spedding & Watt', 'edn': '2011', 'num': '384', '#text': '‘Toasts’ in in (eds) III A black cat with its throat cut'}, {'@class': 'new', '@first': 'yes', 'pre': '1837', 'tit': ['Flash Olio', 'Bawdy Songbooks'], 'src': 'Spedding & Watt', 'edn': '2011', 'num': '190', '#text': 'song title in in (eds) III My Black Cat Is Pleased When I Stroke It'}, {'@first': 'yes', 'date': '1985', 'aut': 'T.R. Houser', 'tit': 'Central Sl.', 'num': '10', 'b': 'black cat, the', '#text': '[...] ‘I dance for tricks and let them see the black cat.’'}, {'date': '1988', 'aut': 'J. McDonald', 'tit': 'Dict. of Obscenity etc.', 'num': '60', 'i': ['cat with its throat cut', 'beef curtains'], '#text': 'A group of words for the vagina and vaginal labia which draw on the imagery of cut flesh [...] , and'}, {'date': '2002', 'aut': 'Markelle', 'tit': 'Starma.com', '#text': '‘Muffy’s World of Vagina Euphemisms’ at  [Internet] Black cat with its throat cut'}, {'@class': 'new us', 'date': '2010', 'aut': 'B. Barrack', 'tit': 'Touch Wood', 'num': 'n.p.', '#text': 'My Daddy always calls it ‘the black cat with its throat cut’'}]",the female pubic hair and vagina,phrase,black cat (with its throat cut),1836,‘Toasts’ in in (eds) III A black cat with its throat cut,2010,My Daddy always calls it ‘the black cat with its throat cut’,cat
1990s+,"{'@first': 'yes', 'date': '1997', 'aut': 'T. Winton', 'tit': 'Lockie Leonard, Legend', 'edn': '1998', 'num': '130', '#text': 'It’s cattin’ and doggin’ out there'}",to rain heavily,phrase,cat and dog,1997,It’s cattin’ and doggin’ out there,1997,It’s cattin’ and doggin’ out there,cat
mid-17C+,"[{'@class': 'new18C', 'date': '1654', 'tit': 'New Brawle', 'num': '1', '#text': 'Jack being jealous of Doll his bozzy Wife, / Like Dogge and Catt, they always live at strife'}, {'pre': '1716', 'aut': 'Swift', 'tit': 'Works', 'edn': '1759', 'num': '154', '#text': '‘Progress of Love’ in VI And with exact poetic justice; / For John is landlord, Phillis hostess: / They keep at Staines the old Blue Boar, / Are cat and dog, and rogue and whore]'}, {'@class': 'new', 'date': '1768', 'tit': 'Gentleman’s Mag.', 'num': '34/2', 'i': 'cat and dog life', '#text': 'Jan. Ill-match’d couples are more than once said to lead a'}, {'@class': 'uk', 'date': '1817', 'aut': 'W. Scott', 'tit': 'The Sale-Room', 'num': 'xvii', '#text': '‘Search after Happiness’ in V 1 Feb. John Bull, whom, in their years of early strife, She wont to lead a cat-and-doggish life'}, {'date': '1821', 'aut': 'W. Scott', 'tit': 'Kenilworth', 'num': '25', '#text': 'I A cat-and-dog life she led with Tony'}, {'date': '1823', 'aut': '‘Jon Bee’', 'tit': 'Dict. of the Turf, the Ring, the Chase, etc.'}, {'@class': 'new', 'date': '1843', 'aut': 'R.S. Surtees', 'tit': 'Handley Cross', 'edn': '1854', 'num': '94', '#text': 'After an evening of this agreeable dog and cat-ing [...] the gallant Captain at length made his adieus'}, {'@class': 'new17B', 'date': '1869', 'tit': 'Cumberland Pacquet', 'num': '7/2', '#text': '30 Mar. He’d a bloomin’ young wife, hey, i’ lesser a year — An’ snarlin’ cat un’ dog life they led'}, {'date': '1877', 'tit': 'Laughing Songster', 'num': '149', '#text': '‘I Never Says Nothing to Nobody’ in In short, quite a cat and dog life'}, {'date': '1894', 'aut': 'G.A. Sala', 'tit': 'Things I Have Seen', 'num': '146', 'i': 'fiancé', '#text': 'II The young lady and her  were of hopelessly contrary dispositions, and [...] they would lead a cat-and-dog life'}, {'date': '1908', 'aut': '‘Doss Chiderdoss’', 'tit': 'Sporting Times', 'num': '1/3', '#text': '‘Outside and Declined’  8 Aug. ‘What a cat and dog life theirs is!’ very possibly may come / From the lips of those less fortunately mated; / For, in spite of all our squabbles, we are happier than some / Who proclaim their bliss aloud'}, {'date': '1914', 'aut': 'F. Dumont', 'tit': 'Darkey Dialect Discourses', 'num': '14', '#text': 'Some leads a cat and dog life'}, {'date': '1934', 'aut': 'C. Stead', 'tit': 'Seven Poor Men of Sydney', 'num': '33', '#text': 'They led a cat-and-dog life and she tried to get a doctor to certify that he was not all there'}, {'date': '1954', 'aut': 'B. Appel', 'tit': 'Sweet Money Girl', 'num': '51', '#text': 'I just had to get a break [...] to make up for my ex, Ronny, and the cat-and-dog year we’d been married'}, {'date': '1959', 'aut': 'A. Sillitoe', 'tit': 'Loneliness of the Long-Distance Runner', 'edn': '1960', 'num': '73', '#text': '‘The Fishing-Boat Picture’ You miss a woman when she’s been living with you [...] for six years, no matter what sort of cat-and-dog life you led together'}]","an unhappy marriage, in which the partners fight like cat and dog",phrase,cat and dog life,1654,"Jack being jealous of Doll his bozzy Wife, / Like Dogge and Catt, they always live at strife",1959,"‘The Fishing-Boat Picture’ You miss a woman when she’s been living with you [...] for six years, no matter what sort of cat-and-dog life you led together",cat
1960s+,"[{'@class': 'new', '@first': 'yes', 'date': '1968', 'aut': 'D. Westheimer', 'tit': 'Song of Young Sentry', 'num': '157', '#text': ""I could sure as hell plow with mine. It gets so hard a cat couldn't scratch it""}, {'@class': 'new us', 'date': '1979', 'aut': 'J. Williams', 'tit': 'Elite/Elate Poems', 'num': '66', '#text': 'He used to get so hard / a cat / couldn’t / scratch it'}, {'@class': 'new us', 'date': '1981', 'aut': 'M.M. Thomas', 'tit': 'Green Monday', 'num': '201', '#text': 'All I ended up with was a death wish and a hard-on that a cat couldn’t scratch!'}, {'@class': 'new us', 'date': '1998', 'aut': 'L. Howard', 'tit': 'Dream Man', 'num': '41', '#text': ""From the minute she had turned those dark blue eyes on him, he’d had a boner so hard a cat couldn't scratch it.""}, {'date': '2001', 'aut': '‘BJAlex61’', 'tit': 'Nifty Erotic Stories Archive', '#text': '‘My Brother’s Cum’ Pt 5 on  [Internet] I was also unaffordable as my cock was also so hard that ‘a cat could not scratch it.’'}, {'@class': 'uk', 'date': '2002', 'aut': 'P. Estelle', 'tit': 'Plead the Baby Act', '#text': '[ebook] The picnic hamper hampered his movement but did a great job concealing something a cat could not scratch the entire length of […] the North Circular'}]",used of an especially hard penile erection,phrase,cat couldn’t scratch it,1968,I could sure as hell plow with mine. It gets so hard a cat couldn't scratch it,2002,[ebook] The picnic hamper hampered his movement but did a great job concealing something a cat could not scratch the entire length of […] the North Circular,cat
1960s–70s,"{'@first': 'yes', 'date': '1965–70', 'tit': 'DARE', '#text': 'in'}","something to be suspicious or wary about; thus , to buy something that one has not actually inspected",phrase,cat in a sack,1965,in,1965,in,cat
