chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
,"[{'@class': 'new', 'pre': '1838', 'aut': 'R.S. Surtees', 'tit': 'Jorrocks Jaunts', 'edn': '1874', 'num': '104', '#text': 'The man next him, all teeth and hair, like a rat-catcher’s dog, is an Honourable by birth]'}, {'@first': 'yes', 'date': '2003', 'tit': 'Cockforum. com', '#text': '[Internet] My mates call me ‘allRibsandDick’ cause I’m just that – there’ s only thing on me that gets FAT!'}, {'@class': 'new', 'date': '2005', 'aut': 'G. Forbes', 'tit': 'Rock and Roll Mountains', '#text': '[ebook] Dressed in black [...] and whippet-thin, he looked like a gypsy’s dog, all ribs and dick'}]",very thin,phrase,all ribs and dick like a robber’s dog,1838,"The man next him, all teeth and hair, like a rat-catcher’s dog, is an Honourable by birth]",2005,"[ebook] Dressed in black [...] and whippet-thin, he looked like a gypsy’s dog, all ribs and dick",dick
,"{'@first': 'yes', 'date': '1994–2008', 'tit': 'www.netlingo.com', '#text': '‘Net Lingo’  [Internet] We’ve got ribs ’n’ dick and we’re supposed to find 20K for memory upgrades'}","in fig. use, nothing",phrase,all ribs and dick like a robber’s dog,1994,‘Net Lingo’  [Internet] We’ve got ribs ’n’ dick and we’re supposed to find 20K for memory upgrades,1994,‘Net Lingo’  [Internet] We’ve got ribs ’n’ dick and we’re supposed to find 20K for memory upgrades,dick
1960s–70s,"{'@first': 'yes', 'date': '1971', 'aut': 'E.E. Landy', 'tit': 'Underground Dict.', 'edn': '1972', 'num': '43', 'b': 'buy the dick', 'i': ['v', 'He bought the dick through an overdose.'], '#text': '. 1. Get into trouble; get hurt. 2. Die — eg.'}",to get into trouble; to die,phrase,buy the dick,1971,. 1. Get into trouble; get hurt. 2. Die — eg.,1971,. 1. Get into trouble; get hurt. 2. Die — eg.,dick
20C+,"[{'@first': 'yes', 'date': '2002', 'aut': 'Karma Technologies', 'tit': 'KarmaBanque', '#text': '[Internet] ‘Rumsfeld caught holding his dick’ As we see here, defense secretary Rumsfeld was allegedly overseeing chemical arms dealing in Iraq back in ’83'}, {'@class': 'new', 'date': '2012', 'tit': 'Generation Nihilism', '#text': '25 Jan. [Internet] I don’t know if she still has the boyfriend or not and I don’t want to get caught holding my dick again'}]",to be caught in an embarrassing or generally disadvantageous situation,phrase,caught holding one’s dick,2002,"[Internet] ‘Rumsfeld caught holding his dick’ As we see here, defense secretary Rumsfeld was allegedly overseeing chemical arms dealing in Iraq back in ’83",2012,25 Jan. [Internet] I don’t know if she still has the boyfriend or not and I don’t want to get caught holding my dick again,dick
2000s,"{'@class': 'edited', '@first': 'yes', 'date': '2014', 'aut': 'T. Black', 'tit': 'Artefacts of the Dead', '#text': '[ebook] The usual hubbub of hangers-on and dicks-in-the-wind'}",an unproductive person,phrase,dick-in-the-wind,2014,[ebook] The usual hubbub of hangers-on and dicks-in-the-wind,2014,[ebook] The usual hubbub of hangers-on and dicks-in-the-wind,dick
2000s+,"[{'@class': 'new19A', '@first': 'yes', 'date': '2008', 'tit': 'Urban Dict.', '#text': '16 May [Internet] Wow ESPN loves to dick ride the Yankees!'}, {'@class': 'new19a', 'date': '2016', 'aut': 'Young M.A.', '#text': '‘Eat’ [lyrics] You know haters gon’ dickride they gon’ still suck you'}]","to toady to, to praise excessively",phrase,dickride,2008,16 May [Internet] Wow ESPN loves to dick ride the Yankees!,2016,‘Eat’ [lyrics] You know haters gon’ dickride they gon’ still suck you,dick
,"{'@first': 'yes', 'date': '1981', 'aut': 'J. Wambaugh', 'tit': 'Glitter Dome', 'edn': '1982', 'num': '260', '#text': 'Dipped your dick in a few stray dishes, eh, Al?'}",(of a man) to have sexual intercourse,phrase,dip one’s dick,1981,"Dipped your dick in a few stray dishes, eh, Al?",1981,"Dipped your dick in a few stray dishes, eh, Al?",dick
1960s+,"{'@first': 'yes', 'date': '1970', 'aut': 'G.F. Newman', 'tit': 'Sir, You Bastard', 'num': '64', '#text': 'Six years, I’ll do that on my prick'}","to do with ease, esp. to endure any challenging situation, e.g. a prison sentence, with no difficulty",phrase,do something on one’s dick,1970,"Six years, I’ll do that on my prick",1970,"Six years, I’ll do that on my prick",dick
1990s+,"[{'@first': 'yes', 'date': '1993', 'aut': 'Dr Dre', '#text': '‘Fuck Wit Dre Day’ [lyrics] Eazy-E can eat a big fat dick / Tim Dog can eat a big fat dick'}, {'date': '1998', 'tit': 'Source', 'num': '95', '#text': 'Oct. The underground can eat you alive, but they can eat my dick'}, {'date': '2007', 'aut': 'UGK', '#text': '‘Quit Hatin’ The South’ [lyrics] But all you bitch ass niggaz talkin down in ya records, you can eat a dick!'}, {'@class': 'new19B', 'date': '2019', 'aut': 'N. Walker', 'tit': 'Cherry', 'num': '87', '#text': '‘What did you say?’ ‘Eat a fucking dick’'}]",a general phr. of dislike or dismissal,phrase,eat a dick,1993,‘Fuck Wit Dre Day’ [lyrics] Eazy-E can eat a big fat dick / Tim Dog can eat a big fat dick,2019,‘What did you say?’ ‘Eat a fucking dick’,dick
2000s+,"{'@class': 'new17C', '@first': 'yes', 'date': '2017', 'aut': 'D. Winslow', 'tit': 'The Force', '#text': '[ebook] ‘What’s he doing there?’ [...] ‘Gettin’ his dick wet’'}","of a man, to have sexual intercourse",phrase,get one’s dick wet,2017,[ebook] ‘What’s he doing there?’ [...] ‘Gettin’ his dick wet’,2017,[ebook] ‘What’s he doing there?’ [...] ‘Gettin’ his dick wet’,dick
1960s+,"{'@first': 'yes', 'date': '1965', 'aut': 'H. Rhodes', 'tit': 'Chosen Few', 'edn': '1966', 'num': '85', '#text': 'You are gonna persuade him to take Tan back to town and if you hafta give up some dick to do it, GIVE IT up! You can wash it off later'}",to accede to sexual advances,phrase,give some dick,1965,"You are gonna persuade him to take Tan back to town and if you hafta give up some dick to do it, GIVE IT up! You can wash it off later",1965,"You are gonna persuade him to take Tan back to town and if you hafta give up some dick to do it, GIVE IT up! You can wash it off later",dick
2000s,"[{'@class': 'edited', '@first': 'yes', 'date': '2006', 'aut': 'Burns & Price', 'tit': 'Wire', '#text': '‘Home Rooms’ ser. 4 ep. 3 [TV script] He want to go big dick with me, I’ll show him one he can’t handle'}, {'@class': 'new', 'date': '2008', 'tit': 'boxingscene.com', '#text': '13 Sept. [Internet] Commissioner Jon Lewis attempted to go big dick with the the various sanctioning bodies involved'}, {'@class': 'new', 'date': '2014', 'tit': 'youtube', '#text': '21 Aug. [Internet] In 2002 he said he wanted to ‘unleash the forces of freedom’, well here you go Big Dick with ISIS!'}]",to challenge aggressively,phrase,go big dick with,2006,"‘Home Rooms’ ser. 4 ep. 3 [TV script] He want to go big dick with me, I’ll show him one he can’t handle",2014,"21 Aug. [Internet] In 2002 he said he wanted to ‘unleash the forces of freedom’, well here you go Big Dick with ISIS!",dick
1980s+,"[{'@first': 'yes', 'date': '1989', 'aut': 'N. George', 'tit': 'Buppies, B-Boys, Baps and Bohos', 'edn': '1994', 'num': '87', '#text': '‘Kool Moe Dee & L.L. Cool J’ in Several Mambazo songs celebrate the group’s badness [...] in other words they were grabbing their dicks'}, {'date': '2000', 'tit': 'Indep.', 'num': '7', '#text': 'Rev. 20 Apr. It’s much easier to be a hip-hop boy and grab your balls and be cool than to show your feelings'}]","to boast, to brag",phrase,grab one’s dick,1989,‘Kool Moe Dee & L.L. Cool J’ in Several Mambazo songs celebrate the group’s badness [...] in other words they were grabbing their dicks,2000,Rev. 20 Apr. It’s much easier to be a hip-hop boy and grab your balls and be cool than to show your feelings,dick
1980s+,"[{'@first': 'yes', 'date': '1995', 'con': '1985–90', 'aut': 'P. Bourjois', 'tit': 'In Search of Respect', 'num': '97', 'scaps': ['phillipe', 'primo'], '#text': ': [You are] the head man on the block with so many girlfriends. : I might have women on my dick right now, but I would be much cooler if I was working legal'}, {'@class': 'new', 'date': '2010', 'aut': 'A. McClaran', 'tit': 'Jesus Cries When You Touch Yourself', 'num': '66', '#text': 'But if I’m Jesus, if I’m famous and have millions of women on my dick, why should I be concerned about how many imaginary friends you have?'}]","of a man, to be sexually successful",phrase,have a woman on one’s dick,1995,": [You are] the head man on the block with so many girlfriends. : I might have women on my dick right now, but I would be much cooler if I was working legal",2010,"But if I’m Jesus, if I’m famous and have millions of women on my dick, why should I be concerned about how many imaginary friends you have?",dick
2000s,"[{'@first': 'yes', 'date': '1996', 'aut': 'UGK', '#text': '‘That’s Why I Carry’ [lyrics] I got ready to pull the mack out / [...] / Unloaded the pistol now dirt is now what his dick’s in'}, {'date': '2000', 'aut': 'F.X. Toole', 'tit': 'Rope Burns', 'num': '109', '#text': 'If it was your hamstring, your dick is already in the dirt'}]",to be in serious trouble,phrase,have one’s dick in the dirt,1996,‘That’s Why I Carry’ [lyrics] I got ready to pull the mack out / [...] / Unloaded the pistol now dirt is now what his dick’s in,2000,"If it was your hamstring, your dick is already in the dirt",dick
1980s+,"[{'@first': 'yes', 'date': '1981', 'aut': 'G.V. Higgins', 'tit': 'Rat on Fire', 'edn': '1982', 'num': '27', '#text': 'You can just keep your dick in your pants until we get these guys set up for you to fuck them'}, {'date': '1999', 'aut': 'T. Dorsey', 'tit': 'Florida Roadkill', 'num': '238', '#text': 'Keep it in your pants [...] We’re not caught yet'}, {'date': '2000', 'aut': 'S. Maloney', 'tit': 'Big Ask', 'num': '223', '#text': 'Put it back in your pants, Murray [...] Or I’ll have you arrested'}, {'@class': 'new', 'date': '2006', 'aut': 'K. Curtis', 'tit': 'Pimpin’ Ain’t Easy', 'num': '90', '#text': 'If you want to be successful in maintaining a lasting relationship with professional prostitutes keep your dick in your pants until you have been properly chosen'}, {'@class': 'new', 'date': '2011', 'aut': 'T. Hickman', 'tit': 'Unexpected Interruptions', 'num': '253', '#text': 'Don’t blame me because you couldn’t keep your dick in your pants!'}]","to act calmly, in sexual contexts or otherwise; often as imper.",phrase,keep one’s dick in one’s pants,1981,You can just keep your dick in your pants until we get these guys set up for you to fuck them,2011,Don’t blame me because you couldn’t keep your dick in your pants!,dick
,"[{'@class': 'new', '@first': 'yes', 'date': '1978', 'aut': 'B. Bradlee', 'tit': 'Ambush Murders', 'num': '121', '#text': 'Hey, I’m gonna knock your dick in the dirt if you fuck up'}, {'date': '1992', 'aut': 'E. Brown', 'tit': 'Taste of Power', 'num': '125', '#text': 'We’ll put his dick in the dirt, Bunchy'}, {'@class': 'new', 'date': '2007', 'aut': 'H, Miller', 'tit': 'Admiral’s Son', 'num': '27', '#text': 'You kiss me and I’ll knock your dick in the dirt, y’hear?'}, {'@class': 'new', 'date': '2015', 'aut': 'A. Abramowitz', 'tit': 'Thank You, Goodnight', 'num': '303', '#text': ""If you ever pull that shit with me again, I will knock your dick in the dirt!'""}]",to knock down; to kill; also fig.,phrase,knock someone’s dick in the dirt,1978,"Hey, I’m gonna knock your dick in the dirt if you fuck up",2015,"If you ever pull that shit with me again, I will knock your dick in the dirt!'",dick
,"[{'@class': 'edited', '@first': 'yes', 'date': '1979', 'aut': 'L. Gonzales', 'tit': 'Jambeaux', 'num': '46', '#text': 'He read it over to make sure he was really seeing it correctly. ‘Listen up, here, you shitbirds, this’ll knock your dick in the dirt.’ And Page read them the schedule'}, {'@class': 'edited', 'date': '2000', 'aut': 'R. Garmon', 'tit': 'Man Who Just Didn’t Care', 'num': '96', '#text': 'Everybody knew that Cookin’ could make a dinner that would knock your dick in the dirt'}, {'@class': 'new', 'date': '2011', 'aut': 'P. Morton', 'tit': 'Track of the Dragon', 'num': '34', '#text': 'This here’s ‘Mekong’ whiskey, an’ if it don’t knock yer dick in the dirt, ain’ nothin’ ever will'}]",to astound,phrase,knock someone’s dick in the dirt,1979,"He read it over to make sure he was really seeing it correctly. ‘Listen up, here, you shitbirds, this’ll knock your dick in the dirt.’ And Page read them the schedule",2011,"This here’s ‘Mekong’ whiskey, an’ if it don’t knock yer dick in the dirt, ain’ nothin’ ever will",dick
,"[{'@class': 'new', '@first': 'yes', 'date': '1989', 'aut': 'T. O’Neill', 'tit': 'Game Behind the Game', 'num': '158', '#text': ""The one thing that counted in pro football: a passion for ‘knocking somebody's dick in the dirt’""}, {'date': '2000', 'aut': 'F.X. Toole', 'tit': 'Rope Burns', 'num': '61', '#text': 'No matter how tough you are, my friend, those cocksuckers will knock your dick in the dirt'}, {'@class': 'new', 'date': '2009', 'aut': 'M. Connelly', 'tit': 'Lincoln Lawyer', 'num': 'n.p.', '#text': 'I want to know everything there is to know about the guy so I can put his dick in the dirt'}, {'@class': 'new', 'date': '2011', 'aut': 'K. Weston', 'tit': 'Wes Daddy Mack Hour', 'num': '256', '#text': 'I’m trying to kick your dick in the dirt. Having you feeling so low that you’re having second thoughts'}]","to defeat, to punish",phrase,knock someone’s dick in the dirt,1989,The one thing that counted in pro football: a passion for ‘knocking somebody's dick in the dirt’,2011,I’m trying to kick your dick in the dirt. Having you feeling so low that you’re having second thoughts,dick
None,"{'@first': 'yes', 'date': '1972', 'aut': 'B. Rodgers', 'tit': 'Queens’ Vernacular', 'num': '122', 'b': 'knock somebody’s dick In the dirt', '#text': 'to supply a friend with excellent marijuana; to share a joint with a buddy; to turn somebody on to some fine shit'}",to share good marijuana with a friend,phrase,knock someone’s dick in the dirt,1972,to supply a friend with excellent marijuana; to share a joint with a buddy; to turn somebody on to some fine shit,1972,to supply a friend with excellent marijuana; to share a joint with a buddy; to turn somebody on to some fine shit,dick
,"{'@first': 'yes', 'date': '2005', 'aut': 'T. Mulholland', 'tit': 'Shack', 'num': '107', '#text': 'A friend of my once said that some antidepressants put his ‘dick in the dirt’'}",to render (temporarily) impotent,phrase,knock someone’s dick in the dirt,2005,A friend of my once said that some antidepressants put his ‘dick in the dirt’,2005,A friend of my once said that some antidepressants put his ‘dick in the dirt’,dick
1970s,"{'@first': 'yes', 'date': '1972', 'aut': 'D. Jenkins', 'tit': 'Semi-Tough', 'num': '167', '#text': 'The thing I’ve been talking about all week, which is knock the dicks off the dog-ass Jets'}","to defeat comprehensively, to beat up",phrase,knock the dick off,1972,"The thing I’ve been talking about all week, which is knock the dicks off the dog-ass Jets",1972,"The thing I’ve been talking about all week, which is knock the dicks off the dog-ass Jets",dick
1990s+,"[{'@class': 'new', 'date': '1996', 'aut': 'Aldworth & Gordin', 'tit': 'Infernal Tower', 'num': '71', '#text': 'There was a feeling that [...] she had been promoted beyond her level, was carrying too much clout — and that Aldworth was being led by his dick, which wasn’t good for Barclays'}, {'date': '2002', 'aut': 'Sin Dee', 'tit': 'Blogspot.com', '#text': 'blog 30 Nov. at  [Internet] I know that when he is an ass its because HE IS AN ASS not because hes a boy that is led by his dick so much that his brain has melted'}, {'@class': 'new', 'date': '2015', 'aut': 'C. Lake', 'tit': 'Calm Before Storm', 'num': '177', '#text': ""I thought you were cleverer than this but I guess when it comes down to it you're just like any other male of the species, led by his dick""}]","of a man, blinded by sexual desire",phrase,led by (the head of) one’s dick,1996,"There was a feeling that [...] she had been promoted beyond her level, was carrying too much clout — and that Aldworth was being led by his dick, which wasn’t good for Barclays",2015,"I thought you were cleverer than this but I guess when it comes down to it you're just like any other male of the species, led by his dick",dick
,"[{'@class': 'new', '@first': 'yes', 'date': '1986', 'aut': 'Run-DMC', '#text': '‘Peter Piper’ [lyrics] Jack B. (Nimble) was (nimble) and he was (quick) / But Jam (Master) cut (faster), Jacks on Jay’s dick'}, {'date': '1994', 'aut': 'UGK', '#text': '‘Feds in Town’ [lyrics] I just got had a call from a bitch at the PA P.D. that’s on my dick'}, {'date': '2003', 'aut': 'Dizzee Rascal', '#text': '‘Seems 2 Be’ [lyrics] To be honest I am completely on his dick'}]","keen on, supporting",phrase,on someone’s dick,1986,"‘Peter Piper’ [lyrics] Jack B. (Nimble) was (nimble) and he was (quick) / But Jam (Master) cut (faster), Jacks on Jay’s dick",2003,‘Seems 2 Be’ [lyrics] To be honest I am completely on his dick,dick
None,"[{'@first': 'yes', 'date': '2000', 'tit': ['Ebonics Primer', 'www.dolemite.com'], 'b': 'skeeza', 'i': 'This skeeza be on my dick but I’m not havin it', '#text': 'at  [Internet]  Definition: sleezy slut. Example:'}, {'date': '2002', 'aut': '‘Touré’', 'tit': 'Portable Promised Land', 'num': '159', '#text': '(ms.) We Words (My Favorite Things) [...] Get off my dick. Talkin out your neck. Talkin all that jazz'}, {'date': '2007', 'aut': 'UGK', '#text': '‘Life Is 2009’ [lyrics] I ain’t got nuttin for you, can’t loan you shit / Don’t you hate when broke niggaz be on yo’ dick?'}, {'@class': 'new18C', 'date': '2015', 'aut': '67', '#text': '‘Live Corn’ [lyrics] Niggas screaming ‘674 stabbed this, and 674 corned that’ / I’m like ‘bitch niggas get off our dick’'}]","oppressing, nagging, harassing; thus opposite",phrase,on someone’s dick,2000,at  [Internet]  Definition: sleezy slut. Example:,2015,"‘Live Corn’ [lyrics] Niggas screaming ‘674 stabbed this, and 674 corned that’ / I’m like ‘bitch niggas get off our dick’",dick
1990s+,"{'@first': 'yes', 'date': '1999', 'aut': 'Dr Dre', '#text': '‘Ackrite’ [lyrics] Plus, they on the dick cause the Caddy’s plush'}","of a woman, to be ready for sexual activity",phrase,on the dick,1999,"‘Ackrite’ [lyrics] Plus, they on the dick cause the Caddy’s plush",1999,"‘Ackrite’ [lyrics] Plus, they on the dick cause the Caddy’s plush",dick
None,"[{'@first': 'yes', 'date': '2001', 'con': '1945–6', 'aut': 'P. Doyle', 'tit': 'Devil’s Jump', 'edn': '2008', 'num': '13', '#text': 'The Joint Committee on dick pulling or whatever it was called'}, {'date': '2005', 'aut': 'J. Harding', 'tit': 'One Big Damn Puzzler', 'num': '51', '#text': '‘Come on out, I know you’re pulling your dick off in there!’ screamed Sandy'}]","lit. to masturbate; thus  n., masturbation; also in fig. use, to talk nonsense; in tr. sense, to tease, to deceive",phrase,pull one’s dick,2001,The Joint Committee on dick pulling or whatever it was called,2005,"‘Come on out, I know you’re pulling your dick off in there!’ screamed Sandy",dick
,"{'@first': 'yes', 'date': '1993', 'aut': 'L.L. Harris', 'tit': 'Delicious', 'num': '67', '#text': 'If it wasn’t for me you would be pulling your dick down on Wall Street somewhere'}","to waste time, to act pointlessly",phrase,pull one’s dick,1993,If it wasn’t for me you would be pulling your dick down on Wall Street somewhere,1993,If it wasn’t for me you would be pulling your dick down on Wall Street somewhere,dick
,"[{'@first': 'yes', 'date': '1985', 'tit': 'Tracks', 'num': 'n.p.', 'org': 'Moore 1993', '#text': '(Aus.) Dec. What Bob Rawke surf team member could afford it. Some have trouble forking out the standard $375 clear shooter, fuck it, leave it in the good old US of Arseholes, the wanker must have been pulling his dick'}, {'date': '2006', 'aut': 'R. Kaveney', 'tit': 'Teen Dreams', 'num': '76', '#text': '‘Why are you pulling my dick?’ she asks Veronica'}]","to tease, to deceive",phrase,pull someone’s dick,1985,"(Aus.) Dec. What Bob Rawke surf team member could afford it. Some have trouble forking out the standard $375 clear shooter, fuck it, leave it in the good old US of Arseholes, the wanker must have been pulling his dick",2006,‘Why are you pulling my dick?’ she asks Veronica,dick
1950s+,"[{'@first': 'yes', 'date': '1951', 'aut': 'J. Blake', 'tit': 'Joint', 'edn': '1972', 'num': '21', '#text': 'letter 21 June in Well, I tried to hang it up, and with my usual flair, I stepped on my dick'}, {'date': '1962', 'aut': 'R. Dougherty', 'tit': 'Commissioner', 'num': '44', '#text': 'Two of what our Chief Inspector [...] calls ‘slashing detectives,’ but that some of us calls ‘headline hunters’ have just stepped all over their whangs this morning'}, {'date': '1966', 'aut': 'H.S. Thompson', 'tit': 'Hell’s Angels', 'edn': '1967', 'num': '47', '#text': '‘Look at this,’ he said, ‘– stepped on his prick again.’'}, {'date': '1967', 'aut': 'L. Bruce', 'tit': 'Essential Lenny Bruce', 'num': '100', '#text': 'An attorney [...] who would’ve stepped on his dick the whole time'}, {'date': '1967', 'aut': 'E. Shepard', 'tit': 'Doom Pussy', 'num': '215', '#text': 'Man, we really stepped on our foreskins this time'}, {'date': '1985', 'con': '1969–70', 'aut': 'D. Bodey', 'tit': 'F.N.G.', 'edn': '1988', 'num': '117', '#text': 'Somebody stepped on his dick in this move. They shoulda got us here a lot earlier yesterday'}, {'date': '1990', 'con': {'i': 'c', '#text': '.1970'}, 'aut': 'G. Hasford', 'tit': 'Phantom Blooper', 'num': '15', '#text': 'A few weeks ago you were the hot-rod king of some hillbilly high school, stumbling around in front of all the girls and stepping on your dick'}, {'date': '2001', 'con': '1964–8', 'aut': 'J. Ellroy', 'tit': 'Cold Six Thousand', 'num': '88', 'i': ['très', 'très'], '#text': 'The Arden move was  dumb. Ward tripped on his dick — at a  bad time'}, {'@class': 'new', 'date': '2003', 'aut': 'Simon & Burns', 'tit': 'Wire', '#text': '‘Hard Cases’ ser. 2 ep. 4 [TV script] If this case doesn’t fall, we’re all going to be stepping on our dicks trying to explain what happened'}, {'@class': 'new', 'date': '2008', 'aut': 'R. Price', 'tit': 'Lush Life', 'num': '272', '#text': 'He’d just stepped on his dick big-time'}]",to make a fool of oneself; to blunder badly,phrase,step on one’s dick,1951,"letter 21 June in Well, I tried to hang it up, and with my usual flair, I stepped on my dick",2008,He’d just stepped on his dick big-time,dick
1990s+,"[{'@class': 'new', '@first': 'yes', 'date': '1999', 'aut': 'A. Sinclair', 'tit': 'I Left My Back Door Open', 'num': '49', '#text': '‘Well, for the record, I’m strictly dickly,’ Tyeesha informed me'}, {'@class': 'new', 'date': '2004', 'aut': 'C. Woodard-Lynk', 'tit': 'Between Secrets', 'num': '8', '#text': ""‘I think she likes you girl!’ I said jokingly. ‘HA! Whatever! I’m strictly dickly and I don't eat fur burgers!’""}, {'@class': 'new', 'date': '2007', 'aut': 'S. Halima', 'tit': 'Azucar Moreno', 'num': '72', '#text': ""She’s strictly dickly like us. Hell, quiet as she tries to keep it, she's gets more dick than we do""}, {'@class': 'new', 'date': '2010', 'aut': 'S.R. Mazzarella', 'tit': 'Girl Wide Web 2.0', 'num': '56', '#text': 'Several of the heterosexual girls provided their own descriptions of their sexual orientations, such as ""I love dick,"" ""Dick,"" ""I love boys,"" ""Strictly Dickly"" [...] In general the girls who identified as ‘strictly dickly’ exhibited homophobic attitudes and adopted this terminology to warn their audience that they are only interested in dating men'}, {'@class': 'new', 'date': '2015', 'aut': 'E. Kane', 'tit': 'Every D-boy’s Dream', '#text': '[ebook] ""I was being to think she turned gay on me.’ ‘Strictly dickly, baby. Strictly dickly’'}]","of a woman, wholly heterosexual",phrase,strictly dickly,1999,"‘Well, for the record, I’m strictly dickly,’ Tyeesha informed me",2015,"[ebook] ""I was being to think she turned gay on me.’ ‘Strictly dickly, baby. Strictly dickly’",dick
2000s+,"[{'@class': 'new', '@first': 'yes', 'date': '2005', 'aut': 'G. Holliday', 'tit': 'Groove', 'num': '256', '#text': 'Sitting on my bed with a dozen or more pamphlets spread out around me. When Good Gay Men Go Straight, Curbing Your Cravings for Vagina, How to Stay Strictly Dickly: The Pussy-Free Diet'}, {'@class': 'new', 'date': '2010', 'aut': 'K. Sawyer', 'tit': ""All That Glitters Isn't Gold"", 'num': '348', '#text': '‘I must admit, sometimes I wish you were strictly dickly so you could save me from all the evil men in the world.’ ‘So if I were gay, you would date me?’ ‘Absolutely,’ I said'}, {'@class': 'edited', 'date': '2011', 'tit': 'Salon.com', '#text': '20 Nov. [Internet] I have never [...] noticed any evidence that these men are anything but what we in the biz call ‘strictly dickly’'}]","of a gay man or woman, wholly homosexual",phrase,strictly dickly,2005,"Sitting on my bed with a dozen or more pamphlets spread out around me. When Good Gay Men Go Straight, Curbing Your Cravings for Vagina, How to Stay Strictly Dickly: The Pussy-Free Diet",2011,20 Nov. [Internet] I have never [...] noticed any evidence that these men are anything but what we in the biz call ‘strictly dickly’,dick
1920s+,"[{'@first': 'yes', 'date': '1929', 'aut': 'Rufus Perryman', 'src': 'Oliver', 'tit': 'Screening the Blues', 'edn': '1968', 'num': '240', '#text': '‘The Dirty Dozen’ in Your sister loves to fuck and your brother sucks dick, / He’s a suckin’ motherfucker, cocksucker'}, {'@class': 'edited', 'date': '1969', 'aut': 'D.W. Elliott', 'tit': 'Listen to the Silence', 'num': '143', '#text': 'Hey punk I hear you suck dick, Barney one of the colored Mafia says'}, {'@class': 'edited', 'date': '1989', 'aut': 'S. Schulman', 'tit': 'After Delores', 'num': 'n.p.', '#text': '‘I know you suck dick.’ ‘I do not suck dick. I eat pussy.’ ‘Do you suck ass too, or do you only suck dick?’ ‘You suck dick, I don’t suck dick.’'}, {'date': '1994', 'aut': 'R.P. McNamara', 'tit': 'Times Square Hustler', 'num': '54', '#text': 'I never sucked a dick'}, {'date': '2000', 'aut': 'T. Udo', 'tit': 'Vatican Bloodbath', 'num': '9', '#text': 'Your neighbour is the slave boy who gots to suck Roman dick cos his ass is a different colour'}, {'@class': 'edited', 'date': '2010', 'con': '1973', 'aut': 'C. Stella', 'tit': 'Johnny Porno', 'num': '1476', '#text': 'Looking for broads dopey enough to think it’s glamorous sucking dick on film'}]",to perform fellatio,phrase,suck dick,1929,"‘The Dirty Dozen’ in Your sister loves to fuck and your brother sucks dick, / He’s a suckin’ motherfucker, cocksucker",2010,Looking for broads dopey enough to think it’s glamorous sucking dick on film,dick
2000s,"{'@class': 'new19B', '@first': 'yes', 'date': '2008', 'aut': 'J. Lansdale', 'tit': 'Leather Maiden', 'num': '164', '#text': '‘Everything else for me sucks the big old donkey dong’'}",to be valueless,phrase,suck dick,2008,‘Everything else for me sucks the big old donkey dong’,2008,‘Everything else for me sucks the big old donkey dong’,dick
1930s+,"[{'@first': 'yes', 'date': '1937', 'aut': 'D. Fuchs', 'tit': 'Low Company', 'num': '172', '#text': 'Then you’ll want to know me but you can suck my goddammed can all day then'}, {'date': '1964', 'aut': 'R. Abrahams', 'tit': 'Deep Down In The Jungle', 'num': '47', '#text': 'Sucking dicks ain’t no tricks'}, {'@class': 'N331', 'date': '1965', 'aut': 'B. Jackson', 'tit': 'Get Your Ass in the Water', 'edn': '1974', 'num': '139', '#text': 'She fell down on her knees, I thought she was gonna say her prayers— / but she done kissed me on the dick'}, {'@class': 'N331', 'date': '1981', 'con': '1963', 'aut': 'P. Conroy', 'tit': 'Lords of Discipline', 'num': '130', '#text': '‘An English major,’ he said disgustedly. ‘Do you want to suck my dick, boy?’'}, {'date': '1985', 'aut': 'N. George', 'tit': 'Buppies, B-Boys, Baps and Bohos', 'edn': '1994', 'num': '58', '#text': 'in  ‘Rappin’ with Russell’ in That guy can only suck my dick when he sees me [...] I’m invaluable to the success of his company'}, {'date': '1993', 'aut': 'Tarantino & Avery', 'tit': 'Pulp Fiction', 'num': '134', '#text': '[film script] Let’s not start suckin’ each others dicks quite yet'}, {'@class': 'N331', 'date': '2000', 'aut': 'J.J. Connolly', 'tit': 'Layer Cake', 'num': '19', '#text': 'These cunts’ll suck your dick and it don’t matter where the paper comes from'}, {'date': '2001', 'aut': 'N. Barlay', 'tit': 'Hooky Gear', 'num': '147', '#text': 'An I aint even gonna ask you to kiss my dick'}, {'@class': 'N331', 'date': '2001', 'tit': 'Source', 'num': '38', '#text': 'Aug. Just because that cat Freeway [...] is on Roc-A-Fella [record label] don’t mean you gotta suck him'}, {'date': '2007', 'aut': 'C. Goffard', 'tit': 'Snitch Jacket', 'num': '194', 'i': 'last', '#text': 'You’re better than Jack Daniels himself for giving me balls [...] And that’s the first and  time I suck your dick'}, {'@class': 'new', 'date': '2008', 'aut': 'J. Niven', 'tit': 'Kill Your Friends', 'edn': '2009', 'num': '72', '#text': 'You didn’t have to take anyone out to dinner and suck their dick'}]","to flatter, to toady to, to congratulate effusively",phrase,suck someone’s dick,1937,Then you’ll want to know me but you can suck my goddammed can all day then,2008,You didn’t have to take anyone out to dinner and suck their dick,dick
