chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
1980s,"{'@first': 'yes', 'date': '1985', 'aut': 'T.R. Houser', 'tit': 'Central Sl.', 'num': '19', 'b': 'dog mouth', '#text': 'To bad rap [...] ‘Don’t dog mouth me man; I can’t ‘G’ for dat’'}",to abuse verbally,compound,dog-mouth,1985,To bad rap [...] ‘Don’t dog mouth me man; I can’t ‘G’ for dat’,1985,To bad rap [...] ‘Don’t dog mouth me man; I can’t ‘G’ for dat’,dog
1900s,"{'@first': 'yes', 'date': '1905', 'tit': 'Bulletin', 'num': '36/2', '#text': '(Sydney) 10 Aug. The man who sits up after being hit and makes dog-music over his cut is a blight on the army. I’ve seen a company wiped out because it let a wounded man howl, and his noise smothered the ‘creep-up’ of 500 Filipinos through the cane'}",howling (of a wounded person),compound,dog music,1905,"(Sydney) 10 Aug. The man who sits up after being hit and makes dog-music over his cut is a blight on the army. I’ve seen a company wiped out because it let a wounded man howl, and his noise smothered the ‘creep-up’ of 500 Filipinos through the cane",1905,"(Sydney) 10 Aug. The man who sits up after being hit and makes dog-music over his cut is a blight on the army. I’ve seen a company wiped out because it let a wounded man howl, and his noise smothered the ‘creep-up’ of 500 Filipinos through the cane",dog
1960s+,"{'@first': 'yes', 'date': '1998', 'con': '1960s', 'aut': 'G. Washington', 'tit': 'Blood Brothers', 'num': '150', '#text': 'Well, well, well, look what we have here. Old dog nuts himself'}",a term of contempt,compound,dog nuts,1998,"Well, well, well, look what we have here. Old dog nuts himself",1998,"Well, well, well, look what we have here. Old dog nuts himself",dog
1990s+,"{'@first': 'yes', 'date': '1997–2000', 'tit': 'College Sl. Research Project', '#text': '(Cal. State Poly. Uni., Pomona) [Internet] Dognutz (noun) A friend or acquaintance'}","a friend, a general term of address",compound,dog nuts,1997,"(Cal. State Poly. Uni., Pomona) [Internet] Dognutz (noun) A friend or acquaintance",1997,"(Cal. State Poly. Uni., Pomona) [Internet] Dognutz (noun) A friend or acquaintance",dog
1960s,"{'@first': 'yes', 'date': '1962', 'con': 'WWII', 'aut': 'J.O. Killens', 'tit': 'And Then We Heard The Thunder', 'edn': '1964', 'num': '339', '#text': 'Me and my old lady, whewee – we did a rear maneuver that made the moon start shining in the other direction, and then I backed into it, dog-paddling, and she moaned and groaned'}",to have anal intercourse,compound,dogpaddle,1962,"Me and my old lady, whewee – we did a rear maneuver that made the moon start shining in the other direction, and then I backed into it, dog-paddling, and she moaned and groaned",1962,"Me and my old lady, whewee – we did a rear maneuver that made the moon start shining in the other direction, and then I backed into it, dog-paddling, and she moaned and groaned",dog
1970s+,"[{'@first': 'yes', 'date': '1971', 'aut': 'B. Moyers', 'tit': 'Listening to America', 'num': '338', '#text': 'Since he was defeated four years ago Faubus has been head of Dogpatch, U.S.A., a kind of Ozark Disneyland, which has been a commercial success. [...] if he wins, they believe, one day the whole world will be Dogpatch and they will be free'}, {'date': '1989', 'aut': 'H. Rawson', 'tit': 'Dict. of Invective', 'edn': '1991', 'num': '306', 'i': ['Dog Patch', 'dog town'], '#text': '(cartoonist Al Capp’s updating of )'}, {'date': '1990', 'con': 'Vietnam War', 'aut': 'G.R. Clark', 'tit': 'Words of the Vietnam War', 'num': '149/1', 'b': 'Dogpatch', '#text': 'GI nickname for the Vietnamese shanty towns that sprung up outside the gates of many U.S. base camps'}, {'date': '1992', 'aut': 'B. Gifford', 'tit': 'Night People', 'num': '37', '#text': '‘I been around,’ Jasper said. ‘Dogpatch USA.’'}]",a small town or hamlet,compound,dogpatch,1971,"Since he was defeated four years ago Faubus has been head of Dogpatch, U.S.A., a kind of Ozark Disneyland, which has been a commercial success. [...] if he wins, they believe, one day the whole world will be Dogpatch and they will be free",1992,"‘I been around,’ Jasper said. ‘Dogpatch USA.’",dog
1940s+,"[{'@first': 'yes', 'date': '1945', 'aut': 'T. Shibutani', 'tit': 'Derelicts of Company K', 'edn': '1978', 'num': '273', '#text': 'in One of them commented [...] ‘He can either take a beating from one man or [...] be dogpiled by a dozen men’'}, {'date': '1987', 'aut': '‘Joe Bob Briggs’', 'tit': 'Joe Bob Goes to the Drive-In', 'num': '22', '#text': 'If somebody were to say ‘Dogpile on Kevin’ and then thirty guys sat on Kevin, then Kevin would be the wimp'}, {'date': '1997–2002', 'tit': 'Hope College ‘Dict. of New Terms’', '#text': '[Internet] dogpile n. The act of ten or more males jumping upon one victim in a centralized location. The dogpile is done to commemorate a special event like a date or a birthday, or it can be done to teach someone a lesson'}, {'date': '2001', 'con': '1964–8', 'aut': 'J. Ellroy', 'tit': 'Cold Six Thousand', 'num': '60', '#text': 'Commotion. Dogpile. The gunman’s down. He’s disarmed. He’s pinned flat'}]",for a group of people to leap on a single individual; thus also as n,compound,dogpile,1945,in One of them commented [...] ‘He can either take a beating from one man or [...] be dogpiled by a dozen men’,2001,Commotion. Dogpile. The gunman’s down. He’s disarmed. He’s pinned flat,dog
,"{'@first': 'yes', 'date': '1904', 'aut': 'E. Robins', 'tit': 'Magnetic North', 'num': '154', '#text': 'No dog-puncher who knows what he’s about travels when his quick goes dead'}",one who drives a team of dogs,compound,dog-puncher,1904,No dog-puncher who knows what he’s about travels when his quick goes dead,1904,No dog-puncher who knows what he’s about travels when his quick goes dead,dog
1920s+,"[{'@class': 'ire', '@first': 'yes', 'date': '1925', 'aut': 'L. O’Flaherty', 'tit': 'Informer', 'num': 'n.p.', '#text': 'Yer ol’ man gev me dog’s abuse and drov’ me outa the house'}, {'@class': 'ire', 'date': '1996', 'tit': 'Irish Times', '#text': '23 Sept. [Internet] After years of dogs’ abuse directed at ‘the feminists’ for saddling women in the homes with a terrible inferiority complex, suddenly the shoe is on the other foot'}]",harsh verbal criticism,compound,dog’s abuse,1925,Yer ol’ man gev me dog’s abuse and drov’ me outa the house,1996,"23 Sept. [Internet] After years of dogs’ abuse directed at ‘the feminists’ for saddling women in the homes with a terrible inferiority complex, suddenly the shoe is on the other foot",dog
mid-19C+,"[{'@first': 'yes', 'date': '1836', 'tit': 'Knickerbocker', 'num': '17', '#text': '(N.Y.) VII That blamed line gale has kept me in bilboes such a dog’s age'}, {'date': '1909', 'tit': 'Magnet', 'num': '11', '#text': '10 July The gun hadn’t been loaded in a dog’s age'}, {'date': '1920', 'aut': 'E. O’Neill', 'tit': 'Anna Christie', 'num': 'Act I', '#text': 'I ain’t seen Chris in a dog’s age'}, {'@class': 'new ', 'date': '1920', 'tit': 'Sun', 'num': '6/5', '#text': '(Sydney) 26 Feb. Felix Nella, yer see, ’adn’t won a race for a dog’s age; though, mind yer, the good coin ’ud been planked down dozens of times'}, {'@class': 'N331', 'date': '1925', 'aut': 'Dos Passos', 'tit': 'Manhattan Transfer', 'num': '93', '#text': 'Bud was tackling the free lunch. ‘Hadn’t et in a dawg’s age,’ he explained'}, {'@class': 'N331', 'date': '1927', 'aut': 'C. Woofter', 'tit': 'AS', 'num': '352', '#text': '‘Dialect Words and Phrases from West-Central West Virginia’ in  II:8 I haven’t seen you for a dog’s age'}, {'date': '1939', 'aut': 'K. Tennant', 'tit': 'Foveaux', 'num': '311', '#text': 'Where you been lately, Curly? Haven’t seen you in a dog’s age'}, {'date': '1947', 'tit': 'Chicago Sun. Trib.', 'num': '3', 'org': 'DA', '#text': '8 Jun. [comics] You know darn well you haven’t turned on a smile for me in a dog’s age!'}, {'date': '1952', 'aut': 'E. Brown', 'tit': 'Trespass', 'num': '36', '#text': 'We haven’t seen you in a dog’s age'}, {'@class': 'N331', 'date': '1959', 'aut': '‘Ed McBain’', 'tit': 'Killer’s Wedge', 'edn': '1981', 'num': '60', '#text': 'The Puerto Rican girl was the most delicious-looking female he had seen in a dog’s age'}, {'date': '1967', 'con': '1940s', 'aut': 'M. Dibner', 'tit': 'Admiral', 'edn': '1968', 'num': '78', '#text': 'Haven’t seen her in a dog’s age'}, {'date': '1978', 'aut': 'R. Price', 'tit': 'Ladies’ Man', 'edn': '1985', 'num': '239', '#text': 'I haven’t hung out and bombed around in a dog’s age'}, {'date': '1989', 'aut': 'H. Rawson', 'tit': 'Dict. of Invective', 'edn': '1991', 'num': '122', 'i': 'dog’s age', '#text': '. A long time'}]",a very long time,compound,dog’s age,1836,(N.Y.) VII That blamed line gale has kept me in bilboes such a dog’s age,1989,. A long time,dog
late 19C,"{'@first': 'yes', 'date': '1951', 'aut': 'M. Morgan', 'tit': 'Skid Road', 'num': '84', '#text': '(ref. to 1880s) The oratory of Populists like Mary Kenworthy, who was belaboring the business man’s backers with such salty epithets as ‘our dog-salmon aristocracy.’'}",one who thinks they are superior to their peers,compound,dog-salmon aristocracy,1951,"(ref. to 1880s) The oratory of Populists like Mary Kenworthy, who was belaboring the business man’s backers with such salty epithets as ‘our dog-salmon aristocracy.’",1951,"(ref. to 1880s) The oratory of Populists like Mary Kenworthy, who was belaboring the business man’s backers with such salty epithets as ‘our dog-salmon aristocracy.’",dog
1930s+,"{'@first': 'yes', 'date': '1965', 'aut': 'T.B. Haber', 'tit': 'AS', 'num': '95', 'scaps': 'dog’s bottom', '#text': '‘Canine Terms Applied to Human Beings’ in  XL:2 . A term of jocular address'}",a joc. form of address,compound,dog’s bottom,1965,‘Canine Terms Applied to Human Beings’ in  XL:2 . A term of jocular address,1965,‘Canine Terms Applied to Human Beings’ in  XL:2 . A term of jocular address,dog
mid-19C+,"[{'@first': 'yes', 'date': '1842', 'tit': 'Spirit of the Times', 'num': '301', 'org': 'HDAS', '#text': '(N.Y.) 27 Aug. Wagner [i.e. a racehorse] [...] never had a decent dog’s chance'}, {'date': '1872', 'tit': 'Report of the Joint Select Committee', 'num': '584', '#text': '(appointed to inquire into the condition of affairs in the late insurrectionary states) ‘Wilson, you have fished for me a long time before you got me to say a word; you know what I told you, and you say it is true.’ I said, ‘Give me a dog’s chance; let me and you settle it between us, or let me quit the State.’'}, {'@class': 'new uk', 'date': '1898', 'tit': 'Chambers’s Jrnl', 'num': '556', '#text': ""7 He couldn’t have a dog's chance of getting through in any circumstances. What an ass he must be""}, {'@class': 'N331 uk', 'date': '1902', 'tit': 'Captain', 'num': '542/1', 'org': 'OED', '#text': 'VII They all felt that Adderman’s wouldn’t have a dog’s chance when Ardenwood College had got fairly going'}, {'@class': 'new uk', 'date': '1909', 'aut': '‘Blinkhoolie’', 'tit': 'Blairmount', 'num': '103', '#text': ""The French form is said to be very moderate; but no, he can't have a dog's chance""}, {'@class': 'new', 'date': '1909', 'tit': 'Mt Sterling Advocate', 'num': '1/5', '#text': '(KY) 24 Feb. [They] are hoping that the licensed saloon will be legislated out of business so that they can have a dog’s chance to be men'}, {'@class': 'new18A', 'date': '1916', 'aut': '‘Taffrail', 'tit': 'Stand By!', '#text': ""[ebook] The trawlers, poor chaps, hadn’t a dog's chance of getting away""}, {'date': '1922', 'aut': 'E. Raymond', 'tit': 'Tell England', 'edn': '1965', 'num': '175', '#text': 'I suppose – I haven’t a dog’s chance. Find out if – I’m done for'}, {'date': '1929', 'aut': 'J.B. Priestley', 'tit': 'Good Companions', 'num': '350', '#text': 'Not a dog’s chance! They give ’em a bit of rope and then – got him!'}, {'date': '1936', 'aut': 'J. Curtis', 'tit': 'Gilt Kid', 'num': '275', '#text': '‘You’ve got just two chances of that, son.’ ‘Yes, I get you. A dog’s chance and no chance at all.’'}, {'@class': 'new', 'date': '1944', 'aut': 'S. Horler', 'tit': 'Lady with the Limp', 'num': '175', '#text': 'He hadn’t a dog’s chance to get out of his present predicament'}, {'date': '1949', 'aut': 'Wodehouse', 'tit': 'Mating Season', 'num': '149', '#text': 'There’s a dog’s chance of my being able to swallow a mouthful'}, {'date': '1950', 'con': '1936–46', 'aut': 'K.S. Prichard', 'tit': 'Winged Seeds', 'edn': '1984', 'num': '298', '#text': 'They hadn’t a dog’s chance against the up-to-date bombers and fighters the japs were usin’'}, {'date': '1965', 'aut': 'D. Martin', 'tit': 'Hero of Too', 'num': '252', '#text': 'You haven’t a dog’s chance'}, {'@class': 'N331', 'date': '1965', 'aut': 'Tom Burns Haber', 'tit': 'AS', 'num': '96', 'scaps': ['dog’s', 'chance'], '#text': '‘Canine Terms Applied to Human Beings’ in  XL:2 . A poor chance'}, {'date': '1989', 'aut': 'H. Rawson', 'tit': 'Dict. of Invective', 'edn': '1991', 'num': '122', 'i': 'dog’s chance', '#text': '. The worst possible chance'}]",the smallest possible chance; usu. in negative uses,compound,dog’s chance,1842,(N.Y.) 27 Aug. Wagner [i.e. a racehorse] [...] never had a decent dog’s chance,1989,. The worst possible chance,dog
late 19C+,"[{'@first': 'yes', 'date': '1890', 'tit': 'Braidwood Dispatch', 'num': '2/2', 'org': 'AND', '#text': '30 Apr. They complain in the first instance of a pain in the head [...] It is very similar to the epidemic we had some years ago which went by the names of the ‘Temora rot’ and the ‘dog’s disease.’'}, {'date': '1932', 'aut': 'L. Mann', 'tit': 'Flesh in Armour', 'num': '218', '#text': 'Half the platoon had had dog’s disease'}, {'date': '1953', 'aut': 'Baker', 'tit': 'Aus. Speaks', 'num': '166', 'i': 'Dog’s disease', '#text': ', malaria'}, {'date': '1967', 'tit': 'Kings Cross Whisper', 'num': '4/3', 'scaps': 'dog’s disease', '#text': '‘Whisper All Aussie Dict.’ in  (Sydney) xxxiv : Influenza'}, {'date': '1982', 'aut': 'N. Keesing', 'tit': 'Lily on the Dustbin', 'num': '77', '#text': '‘Dog’s disease’ to some people means ’flu, to others gastro-enteritis'}]","one of a variety of illnesses, e.g. influenza, malaria, a hangover",compound,dog’s disease,1890,30 Apr. They complain in the first instance of a pain in the head [...] It is very similar to the epidemic we had some years ago which went by the names of the ‘Temora rot’ and the ‘dog’s disease.’,1982,"‘Dog’s disease’ to some people means ’flu, to others gastro-enteritis",dog
mid-18C–early 19C,"[{'@first': 'yes', 'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",the act of spitting in someone’s mouth and hitting them on the back,compound,dog’s dram,"['1785', '1788', '1796']",,1823,,dog
2010s,"{'@class': 'new19A', '@first': 'yes', 'date': '2016', 'aut': 'N. Cummins', 'tit': 'Adventures of the Honey Badger', '#text': '[ebook] The orders [...] usually consisted of a rat coffin or a leper in a sleeping bag (sausage rolls), maggot bag, dog’s eye or mystery bag (pies), dead horse (tomato sauce) and battery acid (cola)'}",a meat pie,compound,dog’s eye,2016,"[ebook] The orders [...] usually consisted of a rat coffin or a leper in a sleeping bag (sausage rolls), maggot bag, dog’s eye or mystery bag (pies), dead horse (tomato sauce) and battery acid (cola)",2016,"[ebook] The orders [...] usually consisted of a rat coffin or a leper in a sleeping bag (sausage rolls), maggot bag, dog’s eye or mystery bag (pies), dead horse (tomato sauce) and battery acid (cola)",dog
late 19C–1900s,"[{'@first': 'yes', 'circa': '1895', 'aut': 'F. Norris', 'tit': 'Vandover and the Brute', 'edn': '1914', 'num': '81', '#text': 'Bring me a stringy rabbit and a pint of dog’s-head'}, {'date': '1900', 'aut': 'A.H. Lewis', 'tit': 'Sandburrs', 'num': '64', '#text': '‘Hamilton Finnerty’s Heart’ in I can now relax an’ toin meself to Gin, Dog’s Head and a general whizz'}]",a variety of beer,compound,dog’s head,1895,Bring me a stringy rabbit and a pint of dog’s-head,1900,"‘Hamilton Finnerty’s Heart’ in I can now relax an’ toin meself to Gin, Dog’s Head and a general whizz",dog
late 18C,"[{'@first': 'yes', 'date': ['1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'edn': '2nd, 3rd edn'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",a euph. for,compound,dog’s lady,"['1788', '1796']",,1823,,dog
1930s+,"{'@first': 'yes', 'date': '1984', 'aut': 'Partridge', 'tit': 'DSUE', 'edn': '8th edn', 'num': '325/2', '#text': 'from ca. 1930'}",the sum of seven shillings and sixpence,compound,dog’s licence,1984,from ca. 1930,1984,from ca. 1930,dog
1960s,"{'@class': 'new16', '@first': 'yes', 'date': '1964', 'tit': 'Homosexuality & Citizenship in Florida', 'num': '24', 'scaps': 'dog’s lunch', '#text': 'Glossary of Homosexual Terms [...] : Either a normal person or a gay person whose looks and actions are unattractive to the point of non-association'}",a notably unattractive and socially unacceptable individual,compound,dog’s lunch,1964,Glossary of Homosexual Terms [...] : Either a normal person or a gay person whose looks and actions are unattractive to the point of non-association,1964,Glossary of Homosexual Terms [...] : Either a normal person or a gay person whose looks and actions are unattractive to the point of non-association,dog
1990s+,"{'@first': 'yes', 'date': '1999', 'tit': ['Roger’s Profanisaurus 3', 'Viz'], 'num': '11', 'b': 'dog’s marriage', 'i': ['n', 'back scuttle'], '#text': 'in  98 Oct.  . A'}",sexual intercourse in the rear-entry position,compound,dog’s marriage,1999,in  98 Oct.  . A,1999,in  98 Oct.  . A,dog
19C+,"[{'@first': 'yes', 'date': '1937–84', 'aut': 'Partridge', 'tit': 'DSUE', 'edn': '1984', 'num': '325/2', '#text': 'C.19–20'}, {'date': '1997', 'tit': ['Roger’s Profanisaurus', 'Viz'], 'num': 'n.p.', 'b': 'dog’s match', '#text': 'in  87 Dec.  n. Any sexual encounter in public place, in bushes, doorways, under lamp posts etc'}]","sex in the open air, spec. by the wayside; thus to , to have sex in the open air, to have spontaneous sex",compound,dog’s match,1937,C.19–20,1997,"in  87 Dec.  n. Any sexual encounter in public place, in bushes, doorways, under lamp posts etc",dog
1960s,"{'@first': 'yes', 'date': '1966', 'aut': 'Trimble', 'tit': '5000 Adult Sex Words and Phrases', 'num': '65', 'scaps': 'dog’s mouth', '#text': '(Vulg.) A Vagina over which a female has such muscular control as to produce pleasurable movements during Coitus, and which is also small and tight usually. See One That Bites'}",a tight vagina,compound,dog’s mouth,1966,"(Vulg.) A Vagina over which a female has such muscular control as to produce pleasurable movements during Coitus, and which is also small and tight usually. See One That Bites",1966,"(Vulg.) A Vagina over which a female has such muscular control as to produce pleasurable movements during Coitus, and which is also small and tight usually. See One That Bites",dog
mid–late 19C,"[{'@first': 'yes', 'date': '1859', 'aut': 'Matsell', 'tit': 'Vocabulum'}, {'date': '1889–90', 'aut': 'Barrère & Leland', 'tit': 'Dict. of Sl., Jargon and Cant'}, {'date': '1890–1904', 'aut': 'Farmer & Henley', 'tit': 'Sl. and Its Analogues'}]",sausagemeat or mincemeat,compound,dog’s paste,1859,,1890,,dog
2000s,"{'@first': 'yes', 'date': '2002', 'tit': 'N.Y. Press', 'num': '10/2', '#text': '30 Oct.–5 Nov. Besides the wearing of the red, some Bloods will have a triangular three-dot tattoo (a dog’s paw)'}","a tattoo comprising a triangle of three dots, indicating gang membership",compound,dog’s paw,2002,"30 Oct.–5 Nov. Besides the wearing of the red, some Bloods will have a triangular three-dot tattoo (a dog’s paw)",2002,"30 Oct.–5 Nov. Besides the wearing of the red, some Bloods will have a triangular three-dot tattoo (a dog’s paw)",dog
late 18C–19C,"[{'@first': 'yes', 'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'num': 'n.p.', 'scaps': 'Dog’s portion', '#text': ', a lick and a smell; he comes in for only a dog’s portion, saying of one who is a distant admirer, or dangler after women'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",virtually nothing; esp. of a man who pursues a woman and gets only very little for his pains,compound,dog’s portion,"['1785', '1788', '1796']",", a lick and a smell; he comes in for only a dog’s portion, saying of one who is a distant admirer, or dangler after women",1823,,dog
late 18C–early 19C,"[{'@class': 'new', '@first': 'yes', 'circa': '1786', 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'num': 'n.p.', 'u': 'Dog’s Rig', '#text': 'ms. additions . To copulate till you are tired, &then turn your A—se to it'}, {'@first': 'yes', 'date': ['1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'edn': '2nd, 3rd edn', 'num': 'n.p.', 'scaps': 'Dog’s Rig', '#text': '. To copulate till you are tired, and then turn tail to it'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]","sexual intercourse taken to exhaustion, followed by mutual disinterest",compound,dog’s rig,1786,"ms. additions . To copulate till you are tired, &then turn your A—se to it",1823,,dog
1950s+,"[{'@first': 'yes', 'date': '1959', 'aut': 'I. & P. Opie', 'tit': 'Lore and Lang. of Schoolchildren', 'edn': '1977', 'num': '175', '#text': 'The floor is the ‘dog’s shelf’'}, {'date': '2005', 'aut': 'B. Hare', 'tit': 'Urban Grimshaw', 'num': '195', '#text': 'Urban, Sam and Pixie [...] were lying on the carpet playing Monopoly [...] I got down on the dog-shelf with them'}]",the floor,compound,dog’s shelf,1959,The floor is the ‘dog’s shelf’,2005,"Urban, Sam and Pixie [...] were lying on the carpet playing Monopoly [...] I got down on the dog-shelf with them",dog
late 19C–1900s,"[{'@first': 'yes', 'date': '1900', 'tit': 'Bulletin', 'num': '13/2', '#text': '(Sydney) 3 Nov. In the teeth of this the man whose son stayed here, fighting for Australia with a pick or an axe, is not supposed to have a dog’s show'}, {'date': '1947', 'aut': 'D. Davin', 'tit': 'For the Rest of Our Lives', 'num': '88', '#text': 'We haven’t a dog’s show of getting through once it’s light'}, {'date': '1973', 'aut': 'P. Wilson', 'tit': 'N.Z. Jack', 'num': '107', '#text': 'Gil knew he didn’t have a dog’s show'}, {'date': '2003', 'aut': 'McGill', 'tit': 'Reed Dict. of N.Z. Sl.', 'num': '144', '#text': 'not a dog’s show No chance'}]",no chance at all,compound,dog’s show,1900,"(Sydney) 3 Nov. In the teeth of this the man whose son stayed here, fighting for Australia with a pick or an axe, is not supposed to have a dog’s show",2003,not a dog’s show No chance,dog
late 18C+,"[{'@first': 'yes', 'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",rainwater,compound,dog’s soup,"['1785', '1788', '1796']",,1823,,dog
mid-19C–1930s,"[{'@first': 'yes', 'date': '1836', 'aut': 'W.H. Smith', 'src': 'Farmer', 'tit': 'Musa Pedestris', 'edn': '1896', 'num': '121', '#text': '‘The Thieves’s Chaunt’ in  For she never lushes dog’s-soup or lap, / But she loves my cousin the bluffer’s tap'}, {'date': '1933', 'aut': '‘William Juniper’', 'tit': 'True Drunkard’s Delight'}, {'date': '1936', 'aut': 'H.W. Bentley', 'tit': 'AS', 'num': '43', '#text': '‘Linguistic Concoctions of the Soda Jerker’ in  XI:1 DOG SOUP. Water'}]",water (for drinking),compound,dog’s soup,1836,"‘The Thieves’s Chaunt’ in  For she never lushes dog’s-soup or lap, / But she loves my cousin the bluffer’s tap",1936,‘Linguistic Concoctions of the Soda Jerker’ in  XI:1 DOG SOUP. Water,dog
20C+,"[{'@first': 'yes', 'date': '1900', 'tit': 'Bulletin', 'num': '14/1', '#text': '(Sydney) 9 Jun. Have often seen the ‘dog-stiffeners’ start out on their rounds with baits for the dingoes – in a leather wallet which also held the man’s tucker for the day. [...] One old ‘stiffener’ was once found by station hands lying on the ground and twitching like a dog with a bait inside him'}, {'date': '1900', 'tit': 'Bulletin', 'num': '14/3', '#text': '(Sydney) 10 Nov. The dog-stiffener was sitting in his turn-out, in front of the pub., when the ‘’possum-peeler’ paddled up.'}, {'date': '1904', 'aut': 'L.M. Palmer-Archer', 'tit': 'Bush Honeymoon', 'num': '327', 'i': ['dog-stiffeners', 'marsoopial'], '#text': 'There were among them [...] , men that spent their time on the  fence'}, {'@class': 'new', 'date': '1936', 'aut': 'P. Lecky', 'tit': 'By Himself', 'num': '334', '#text': 'The constant employment of a dog-stiffener had accounted for eighty odd dingoes so far'}, {'@class': 'new', 'date': '2010', 'aut': 'J. Nicolson', 'tit': 'Long Creek', 'num': '97', '#text': ""For a dinkum grog eater [...] that dog stiffener doesn't have any trouble getting up early""}]",a professional dingo-killer,compound,dog-stiffener,1900,(Sydney) 9 Jun. Have often seen the ‘dog-stiffeners’ start out on their rounds with baits for the dingoes – in a leather wallet which also held the man’s tucker for the day. [...] One old ‘stiffener’ was once found by station hands lying on the ground and twitching like a dog with a bait inside him,2010,For a dinkum grog eater [...] that dog stiffener doesn't have any trouble getting up early,dog
late 18C,"[{'@first': 'yes', 'date': ['1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'edn': '2nd, 3rd edn'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",a euph. for,compound,dog’s wife,"['1788', '1796']",,1823,,dog
1910s+,"[{'@first': 'yes', 'date': '1918', 'aut': 'K. Morse', 'tit': 'Letters', 'num': '68', '#text': '15 Feb. He took their names and then was inspired to look at their ‘dog tags’ in confirmation and found that not one of the names agreed!'}, {'@class': 'N331', 'date': '1921', 'aut': 'Dos Passos', 'tit': 'Three Soldiers', 'num': '354', '#text': 'Look at his dawg-tag'}, {'date': '1923', 'con': '1917–18', 'aut': 'T. Boyd', 'tit': 'Through the Wheat', 'num': '152', '#text': 'We’ve got to git his dog-tag off'}, {'@class': 'N331', 'date': '1929', 'con': '1918', 'aut': 'W.T. Scanlon', 'tit': 'God have Mercy on Us!', 'edn': '1930', 'num': '111', '#text': 'I washed my dog-tag ribbon'}, {'@class': 'N331', 'date': '1943', 'aut': 'E. Pyle', 'tit': 'Here Is Your War', 'edn': '1945', 'num': '232', '#text': 'Presumably their ‘dog-tags’ were buried with them'}, {'@class': 'N331', 'date': '1944', 'aut': 'H. Brown', 'tit': 'Walk in Sun', 'num': '34', '#text': 'They might not even find your dogtags'}, {'date': '1947', 'con': '1944', 'aut': 'J.H. Burns', 'tit': 'Gallery', 'edn': '1948', 'num': '45', '#text': 'The graves are plotted in neat rows [...] Most of the crosses have dogtags affixed to them'}, {'date': '1952', 'con': '1944', 'aut': 'Wilder & Blum', 'tit': 'Stalag 17', 'num': '3', '#text': '[film script] He lifts the metal dogtags off his chest'}, {'date': '1958', 'con': 'WWII', 'aut': 'F.I. Gwaltney', 'tit': 'Heaven and Hell', 'num': '58', '#text': 'Holding the dog tags aloft, Grimes suddenly grinned'}, {'date': '1962', 'con': '1940s', 'aut': 'G. Mandel', 'tit': 'Wax Boom', 'num': '269', '#text': 'He wore only combat boots and the dogtags that identified him'}, {'@class': 'N331', 'date': '1967', 'con': '1951', 'aut': 'McAleer & Dickson', 'tit': 'Unit Pride', 'edn': '1981', 'num': '39', '#text': 'He pulled off one of Miller’s dog tags'}, {'date': '1989', 'con': '1968', 'aut': 'W.E. Merritt', 'tit': 'Where the Rivers Ran Backward', 'num': '22', '#text': 'You be wearing you dog tags then, Sampson. Just so’s we can identify the body'}]",an identification disk,compound,dog tag,1918,15 Feb. He took their names and then was inspired to look at their ‘dog tags’ in confirmation and found that not one of the names agreed!,1989,"You be wearing you dog tags then, Sampson. Just so’s we can identify the body",dog
1950s+,"{'@first': 'yes', 'date': '1959', 'aut': 'J.E. Schmidt', 'tit': 'Narcotics Lingo  and  Lore'}",a legitimate prescription for otherwise illegal narcotics,compound,dog tag,1959,,1959,,dog
