chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
1920s+,"[{'@first': 'yes', 'date': '1925', 'aut': 'S. O’Casey', 'tit': 'Juno and the Paycock', 'num': 'Act III', '#text': 'Come on, out with th’ money, an’ don’t be jack-actin’'}, {'date': '1952', 'aut': 'B. MacMahon', 'tit': 'Children of the Rainbow', 'num': '126', '#text': 'Stop your jack-actin’'}, {'@class': 'N331', 'date': '1966', 'aut': 'P. Boyle', 'tit': 'At Night All Cats are Grey', 'num': '35', '#text': 'Dancing and jack-acting is all that one cares for. Oh, a nice stumer of a wife I let myself in for'}, {'date': '1969', 'aut': 'P. Boyle', 'tit': 'All Looks Yellow to the Jaundiced Eye', 'num': '61', '#text': 'A group of schoolboys comes trampling down, shouting and jack-acting'}]",to play the fool; thus  n,compound,jack act,1925,"Come on, out with th’ money, an’ don’t be jack-actin’",1969,"A group of schoolboys comes trampling down, shouting and jack-acting",jack
1920s,"{'@class': 'new17B', '@first': 'yes', 'date': '1922', 'tit': 'Smith’s Wkly', 'num': '18/1', '#text': '(Sydney) 2 Dec. All sorts and conditions of crooks take part in the great trek — ‘whizz’ men, ‘broad-tossers,’ ‘shell’ wroughters, ‘Jack’ spinners; all are there'}",one who operates a game of,compound,jack spinner,1922,"(Sydney) 2 Dec. All sorts and conditions of crooks take part in the great trek — ‘whizz’ men, ‘broad-tossers,’ ‘shell’ wroughters, ‘Jack’ spinners; all are there",1922,"(Sydney) 2 Dec. All sorts and conditions of crooks take part in the great trek — ‘whizz’ men, ‘broad-tossers,’ ‘shell’ wroughters, ‘Jack’ spinners; all are there",jack
late 19C–1900s,"{'@first': 'yes', 'date': '1909', 'aut': 'J. Ware', 'tit': 'Passing Eng. of the Victorian Era'}","larky, excited, tipsy",compound,jack ashore,1909,,1909,,jack
early 19C,"[{'@first': 'yes', 'date': '1812', 'aut': 'Vaux', 'tit': 'Vocab. of the Flash Lang.'}, {'@class': 'new', 'date': '1835', 'tit': 'Metropolitan Mag.', 'num': '333', 'i': ['Jack-boys', 'prad', 'barking-iron', 'Jacks'], '#text': ""XIV Sept. There's two inside and one on the dickey, besides the two . I took my  tight in hand, then placing myself in the middle of the road, with my  pointed at the""}]","a postilion, one who rides one of a carriage’s leading horses rather than riding on the box",compound,jack-boy,1812,,1835,"XIV Sept. There's two inside and one on the dickey, besides the two . I took my  tight in hand, then placing myself in the middle of the road, with my  pointed at the",jack
1980s+,"{'@first': 'yes', 'date': '1989', 'tit': 'TV Guide', 'num': '18', 'org': 'HDAS', '#text': '17 June Others flock here too: Jamaican Jack-boys — rip-off artists armed with MAC-10 submachine guns'}",an armed robber,compound,jack-boy,1989,17 June Others flock here too: Jamaican Jack-boys — rip-off artists armed with MAC-10 submachine guns,1989,17 June Others flock here too: Jamaican Jack-boys — rip-off artists armed with MAC-10 submachine guns,jack
1930s+,"{'@first': 'yes', 'date': '1933', 'aut': '‘Goat’ Laven', 'tit': 'Rough Stuff', 'num': '17', '#text': 'After this we were afraid to work the jack-racket any longer in the neighbourhood'}",the act of mugging,compound,jack racket,1933,After this we were afraid to work the jack-racket any longer in the neighbourhood,1933,After this we were afraid to work the jack-racket any longer in the neighbourhood,jack
1980s+,"[{'@first': 'yes', 'date': '1985', 'aut': 'T.R. Houser', 'tit': 'Central Sl.', 'num': '31', '#text': 'jackmove An expression announcing some impending act of violence [...] ‘Better give me the money, momma, this is a jackmove.’'}, {'@class': 'new', 'date': '1988', 'aut': 'NWA', '#text': '‘Straight Outta Compton’ [lyrics] Ain’t no tellin when I’m down for a jack move'}, {'date': '1993', 'aut': 'Dr Dre', '#text': '‘Let Me Ride’ [lyrics] Checkin my rearview, cause niggaz they will do jack moves'}, {'date': '1999', 'aut': 'Dr Dre', '#text': '‘Some L.A. Shit’ [lyrics] Gimme that mic fool, it’s a West coast jack move'}, {'@class': 'new', 'date': '2012', 'aut': '‘Dutch’', 'tit': '? (Pronounced Que)', '#text': '[ebook] Chuck used his car to facilitate his jack moves'}, {'@class': 'new16 uk', 'date': '2012', 'aut': 'Skepta', '#text': '‘We Begin Things’ [lyrics] See a nigga in my hood looking icy / Quick jack move, now the feds wanna find me'}]","a wild, foolish, eccentric move or type of behaviour",compound,jack move,1985,"jackmove An expression announcing some impending act of violence [...] ‘Better give me the money, momma, this is a jackmove.’",2012,"‘We Begin Things’ [lyrics] See a nigga in my hood looking icy / Quick jack move, now the feds wanna find me",jack
mid-19C–1900s,"{'@first': 'yes', 'date': '1890–1904', 'aut': 'Farmer & Henley', 'tit': 'Sl. and Its Analogues'}",a very fat man,phrase,fat jack of the bone-house,1890,,1890,,jack
late 17C–mid-19C,"[{'@first': 'yes', 'circa': '1698', 'aut': 'B.E.', 'tit': 'Dict. Canting Crew', 'num': 'n.p.', '#text': 'Jack at a Pinch, a poor Hackney Parson'}, {'date': '1725', 'tit': 'New Canting Dict.', 'i': 'c', '#text': '[as cit. .1698]'}, {'date': ['1737', '1759', '1760', '1776'], 'aut': 'Bailey', 'tit': 'Universal Etym. Eng. Dict.', 'i': 'c', '#text': '[as cit. .1698]'}, {'circa': '1750–1882', 'aut': 'B.M. Carew', 'tit': 'Life and Adventures'}, {'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'num': 'n.p.', 'scaps': 'Jack at a pinch', '#text': ', a poor hackney parson'}, {'date': '1809', 'aut': 'G. Andrewes', 'tit': 'Dict. Sl. and Cant'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1821', 'tit': 'Flash Dict.'}, {'date': '1835', 'aut': 'G. Kent', 'tit': 'Modern Flash Dict.'}, {'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in'}]","a temporary clergyman, hired when the regular incumbent is absent",phrase,jack-at-a-pinch,1698,"Jack at a Pinch, a poor Hackney Parson",1848,in,jack
mid-19C,"[{'@first': 'yes', 'date': '1825', 'aut': 'S. Woodworth', 'tit': 'Forest Rose', 'num': 'II iv', '#text': 'I won’t dance with any fellow Jack-at-pinch. [Ibid.] I will take no girl Jack-at-a-pinch. Tom Clover won’t have you, and I think myself as good as he'}, {'date': '1860', 'aut': 'Hotten', 'tit': 'Dict. of Modern Sl. etc.', 'edn': '2nd edn'}, {'@class': 'new', 'date': '1863', 'tit': 'Birmingham Dly Post', 'num': '2/7', '#text': '25 Dec. Jack-at-a-Pinch had hard work to carry him upstairs and put him to bed'}, {'date': ['1864', '1867', '1870'], 'aut': 'Hotten', 'tit': 'Sl. Dict.'}, {'date': '1873', 'tit': 'Sl. Dict.'}, {'@class': 'new', 'date': '1932', 'tit': 'Eve. Teleg.', 'num': '5/6', '#text': '(Dundee) 19 Feb. Jack-at-a-pinch is the name given to anyone who leds a hand in an emergency'}]",one who is required only in an emergency or as a gapstop; thus an insignificant person,phrase,jack-at-a-pinch,1825,"I won’t dance with any fellow Jack-at-pinch. [Ibid.] I will take no girl Jack-at-a-pinch. Tom Clover won’t have you, and I think myself as good as he",1932,(Dundee) 19 Feb. Jack-at-a-pinch is the name given to anyone who leds a hand in an emergency,jack
late 19C,"{'@first': 'yes', 'date': '1871–82', 'aut': 'B.M. Carew', 'tit': 'Life and Adventures'}",an odd-job man,phrase,jack-at-a-pinch,1871,,1871,,jack
mid-19C,"{'@first': 'yes', 'circa': '1850', 'aut': 'Duncombe', 'tit': 'New and Improved Flash Dict.'}",a friend in need,phrase,jack at the stiff,1850,,1850,,jack
19C,"[{'@first': 'yes', 'date': '1886', 'tit': 'Chicago Trib.', 'num': 'n.p.', 'org': 'B&L', '#text': '29 May The latest contribution to the history of the Rebellion is from the pen of that eminent truth-teller, Don Piatt. In ‘Reminiscences of Abraham Lincoln,’ between the covers of which he has been allowed to obtrude, he says of himself: ‘My one act made Maryland a free State.’ Of Mr. Lincoln he says: ‘The President never forgave me.’ That was because you escaped his memory entirely, Mr. Jackin-the pulpit'}, {'date': '1890–1904', 'aut': 'Farmer & Henley', 'tit': 'Sl. and Its Analogues'}]","a pretender, an upstart",phrase,jack in the pulpit,1886,"29 May The latest contribution to the history of the Rebellion is from the pen of that eminent truth-teller, Don Piatt. In ‘Reminiscences of Abraham Lincoln,’ between the covers of which he has been allowed to obtrude, he says of himself: ‘My one act made Maryland a free State.’ Of Mr. Lincoln he says: ‘The President never forgave me.’ That was because you escaped his memory entirely, Mr. Jackin-the pulpit",1890,,jack
mid–late 19C,"[{'@first': 'yes', 'date': '1861', 'con': '1840s–50s', 'aut': 'H. Mayhew', 'tit': 'London Labour and London Poor', 'num': '225/1', '#text': 'II I ran away and tried my hand at a Jack-in-the-water'}, {'date': ['1864', '1867', '1870'], 'aut': 'Hotten', 'tit': 'Sl. Dict.', 'num': '160', 'scaps': 'jack-in-the-water', '#text': ', an attendant at the watermen’s stairs on the river and sea-port towns, who does not mind wetting his feet for a customer’s convenience, in consideration of a douceur'}, {'date': '1873', 'tit': 'Sl. Dict.'}, {'date': '1927', 'con': '1835–40', 'aut': 'P. Herring', 'tit': 'Bold Bendigo', 'num': '112', '#text': 'He had practically lived by his fists ever since he began life as a ‘jack-in-the-water’ on the Thames'}]","a waterman’s attendant, who helps passengers on and off boats",phrase,jack in the water,1861,II I ran away and tried my hand at a Jack-in-the-water,1927,He had practically lived by his fists ever since he began life as a ‘jack-in-the-water’ on the Thames,jack
19C,"[{'@first': 'yes', 'date': '1803', 'aut': 'J. Wetherell', 'tit': 'Adventures of John Wetherell', 'edn': '1954', 'num': '39', '#text': '27 Apr. That evening Lieutenant Barker or in other words the bold Jack of Clubs made a visit on board'}, {'date': '1864', 'aut': '‘Edmund Kirke’', 'tit': 'Down in Tennessee', 'num': '109', 'i': 'are', '#text': 'Tom, you  a trump – the very Jack of clubs'}, {'date': '1896', 'aut': 'F.P. Dunne', 'src': 'Schaaf', 'tit': 'Mr Dooley’s Chicago', 'edn': '1977', 'num': '260', '#text': 'in That grand ol’ jack iv clubs, th’ Hon. Jawn Im Pammer'}]","a good fellow, man",phrase,jack of clubs,1803,27 Apr. That evening Lieutenant Barker or in other words the bold Jack of Clubs made a visit on board,1896,"in That grand ol’ jack iv clubs, th’ Hon. Jawn Im Pammer",jack
late 14C–17C,"[{'@first': 'yes', 'date': '1592', 'tit': ['Quip for an Upstart Courtier', 'Harleian Misc.'], 'edn': '1809', 'num': '244', 'i': ['Iacke', 'Iacke Drum', 'Iacke of Douer', 'Iacke Sawce'], '#text': 'in  To praise the Turnspit  my Muse is mum, / Nor the entertainment of  / [...] / Nor  that Grand Iury Iacke, / Nor  (the worst knaue mongst the packe)'}, {'date': '1662', 'aut': 'Fuller', 'tit': 'Worthies', 'edn': '1840', 'num': '125', '#text': 'II A jack of Dover. I find the first mention of this proverb in our English Ennius, Chaucer, in his poem to the cook: ‘And many a jack of Dover he had sold, / Which had been two times hot, and two times cold’'}]",a Dover sole,phrase,jack of dover,1592,"in  To praise the Turnspit  my Muse is mum, / Nor the entertainment of  / [...] / Nor  that Grand Iury Iacke, / Nor  (the worst knaue mongst the packe)",1662,"II A jack of Dover. I find the first mention of this proverb in our English Ennius, Chaucer, in his poem to the cook: ‘And many a jack of Dover he had sold, / Which had been two times hot, and two times cold’",jack
,"[{'@first': 'yes', 'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}, {'date': '1881', 'aut': 'Trumble', 'tit': 'Sl. Dict.', 'edn': '1890'}]","a tall, long-legged man",phrase,jack of legs,"['1785', '1788', '1796']",,1881,,jack
,"{'@first': 'yes', 'date': '1984', 'aut': 'Partridge', 'tit': 'DSUE', 'edn': '8th edn', 'num': '608/1', '#text': 'C.18–19'}",an outsize clasp-knife,phrase,jack of legs,1984,C.18–19,1984,C.18–19,jack
17C,"[{'@first': 'yes', 'date': '1608', 'aut': 'Dekker', 'tit': 'Lanthorne and Candle-Light', 'num': 'Ch. 6', 'i': ['Iackes of the Clocke-house', 'Falconers'], '#text': 'There is another Fraternitie of wandring Pilgrimes, who merrily call themselves , and are verry neere allyed to the  that went a Hawking before [...] The lacke of a Clocke-house goes uppon Skrewes, and his office is to do nothing but strike: so does this noise, (for they walke up and downe like Fidlers) trauaile with Motions; and whatsoever their Motions get them, is called striking. Those Motions are certaine Collections, or witty Inuentions, some-times of one thing, and then of an other'}, {'date': '1610', 'aut': 'Rowlands', 'tit': 'Martin Mark-all', 'num': '7', '#text': 'Up starts a ragged ouer roasted Iacke of the Clocke-house'}]","a confidence trickster, specializing in selling supposedly purpose-written pamphlets, poems etc, which flatter the vanity of the purchaser but which are, in fact, mass-produced with a personalized dedication tacked on",phrase,jack of the clockhouse,1608,"There is another Fraternitie of wandring Pilgrimes, who merrily call themselves , and are verry neere allyed to the  that went a Hawking before [...] The lacke of a Clocke-house goes uppon Skrewes, and his office is to do nothing but strike: so does this noise, (for they walke up and downe like Fidlers) trauaile with Motions; and whatsoever their Motions get them, is called striking. Those Motions are certaine Collections, or witty Inuentions, some-times of one thing, and then of an other",1610,Up starts a ragged ouer roasted Iacke of the Clocke-house,jack
late 16C–17C,"{'@first': 'yes', 'date': '1616', 'aut': 'J. Withals', 'tit': 'Dictionarie in Eng. and Latine', 'num': '569', '#text': 'Not altogether Iack out of doores, and yet no gentleman'}","a vagrant, one who has been thrown out of his house",phrase,jack out of doors,1616,"Not altogether Iack out of doores, and yet no gentleman",1616,"Not altogether Iack out of doores, and yet no gentleman",jack
mid-19C,"{'@first': 'yes', 'date': '1865', 'tit': 'Leaves from Diary of Celebrated Burglar', 'num': '65/1', '#text': 'In a moment after the ‘office’ was given, the ‘jigger’ was ‘slewed,’ and barricaded by half-a-dozen of determined ‘guns’ who were resolute that no Jack-the-wrong-man should enter there that night'}",a policeman,phrase,jack-the-wrong-man,1865,"In a moment after the ‘office’ was given, the ‘jigger’ was ‘slewed,’ and barricaded by half-a-dozen of determined ‘guns’ who were resolute that no Jack-the-wrong-man should enter there that night",1865,"In a moment after the ‘office’ was given, the ‘jigger’ was ‘slewed,’ and barricaded by half-a-dozen of determined ‘guns’ who were resolute that no Jack-the-wrong-man should enter there that night",jack
1920s–30s,"{'@first': 'yes', 'date': '1937', 'aut': 'H. Johnson', 'tit': 'Atlantic Monthly', 'num': '773/1', '#text': 'in  Dec. The detested single-jacks were relegated to a Bowery within a Bowery'}","a one-legged, one-armed or one-eyed beggar",phrase,single-jack,1937,in  Dec. The detested single-jacks were relegated to a Bowery within a Bowery,1937,in  Dec. The detested single-jacks were relegated to a Bowery within a Bowery,jack
16C,"[{'@first': 'yes', 'date': '1568', 'tit': 'Hist. of Jacob and Esau', 'num': 'V vi', '#text': 'If I wrought one stroke to day, lay me on the iacke'}, {'@class': 'uk', 'date': '1579', 'aut': 'North', 'tit': 'Lives of Noble Grecians', 'num': '127', '#text': 'They should make no reckoning of all that brauery and brags, but should sticke to it like men, and lay it on the iacks of them'}]",to beat or scold severely,phrase,lay on the jack,1568,"If I wrought one stroke to day, lay me on the iacke",1579,"They should make no reckoning of all that brauery and brags, but should sticke to it like men, and lay it on the iacks of them",jack
17C,"[{'@first': 'yes', 'date': '1611', 'aut': 'Shakespeare', 'tit': 'Tempest', 'num': 'IV i', '#text': 'Your fairy [...] has done little better than play the jack with us'}, {'date': '1613', 'aut': 'Rowlands', 'tit': 'Knave of Hearts', 'num': '53', '#text': '‘A Drunken Knave’ Boy y’are a villaine, didst thou fill this sacke? / ’Tis flat you Rascall, thou hast plaid the Jacke'}, {'date': '1668', 'aut': 'Pepys', 'tit': 'Diary', 'num': 'n.p.', '#text': '23 Feb. Sir R. Brookes overtook us coming to town; who played the jack with us all, and is a fellow that I must trust no more'}]",to act the villain.,phrase,play the jack,1611,Your fairy [...] has done little better than play the jack with us,1668,"23 Feb. Sir R. Brookes overtook us coming to town; who played the jack with us all, and is a fellow that I must trust no more",jack
19C,"{'@first': 'yes', 'date': '1984', 'aut': 'Partridge', 'tit': 'DSUE', 'edn': '8th edn', 'num': '897/1', '#text': 'C.19'}",to play the fool,phrase,play the jack,1984,C.19,1984,C.19,jack
19C,"[{'@first': 'yes', 'date': '1890–1904', 'aut': 'Farmer & Henley', 'tit': 'Sl. and Its Analogues'}, {'date': '1896', 'aut': 'Farmer', 'tit': 'Vocabula Amatoria', 'edn': '1966', 'num': '71', 'scaps': 'Combattre', '#text': '. To copulate; ‘to get Jack in the orchard’'}, {'date': '1980', 'tit': 'Maledicta', 'num': '189', 'b': 'get Jack into the orchard', '#text': 'IV:2 (Winter) To  is to penetrate her'}]",to penetrate a woman,phrase,get jack in(to) the orchard,1890,,1980,IV:2 (Winter) To  is to penetrate her,jack
mid-19C,"[{'@first': 'yes', 'circa': '1840', 'aut': 'Holloway & Black', 'edn': '1979', 'num': '44', '#text': '‘The Cards’ in  II She play’d the ace and took the jack from me'}, {'date': '1890–1904', 'aut': 'Farmer & Henley', 'tit': 'Sl. and Its Analogues', 'num': '207/2', 'scaps': ['Jack', 'Ace'], '#text': 'III To enjoy, procure, or confer the sexual favour [...] Irish whist (where-the--takes-the )'}]",sexual intercourse,phrase,when the jack takes the ace,1840,‘The Cards’ in  II She play’d the ace and took the jack from me,1890,"III To enjoy, procure, or confer the sexual favour [...] Irish whist (where-the--takes-the )",jack
mid–late 19C,"[{'@first': 'yes', 'date': ['1859', '1860'], 'aut': 'Hotten', 'tit': 'Dict. of Modern Sl. etc.'}, {'date': '1861', 'con': '1840s–50s', 'aut': 'H. Mayhew', 'tit': 'London Labour and London Poor', 'num': '447/2', '#text': 'I A half jack (half sovereign, a gold ring, a silver ring'}]","10 shillings (50p), half a sovereign",phrase,half-jack,"['1859', '1860']",,1861,"I A half jack (half sovereign, a gold ring, a silver ring",jack
late 18C–1900s,"[{'@first': 'yes', 'date': '1778', 'aut': 'T. Bodley', 'tit': 'Kentucky', 'edn': '1928', 'num': '153/2', 'org': 'DA', '#text': 'in  I My greatest Pleasure here is thinking I shall make my Jack here if I can preserve my Night-Cap'}, {'date': '1807', 'aut': 'N.E. Eliason', 'tit': 'Tarheel Talk', 'edn': '1956', 'num': '279', '#text': 'in She said . . . he’d make his Jack for a few years and then the mill would be done'}, {'date': '1853', 'tit': 'Monthly Hist. Rev.', 'num': '257', 'org': 'DA', '#text': 'in  XXXVI We are inclined to think now is the time for them to make their ‘jack’'}, {'date': '1901', 'aut': 'H. Robertson', 'tit': 'Inlander', 'num': '25', 'org': 'DA', '#text': 'You’ve come here to make your jack'}]","to prosper, to make one’s fortune",phrase,make one’s jack,1778,in  I My greatest Pleasure here is thinking I shall make my Jack here if I can preserve my Night-Cap,1901,You’ve come here to make your jack,jack
1930s+,"{'@first': 'yes', 'date': '1970', 'aut': 'G. Scott-Heron', 'tit': 'Vulture', 'edn': '1996', 'num': '139', '#text': 'Running a jack is the street term for grabbing a man’s shirt and pulling it over his head'}","to grab a man’s shirt and pull it over his head, before robbing him",phrase,run a jack,1970,Running a jack is the street term for grabbing a man’s shirt and pulling it over his head,1970,Running a jack is the street term for grabbing a man’s shirt and pulling it over his head,jack
mid–late 19C,"{'@first': 'yes', 'date': '1927', 'con': '1880s', 'aut': 'H. Asbury', 'tit': 'Gangs of N.Y.', 'num': '228', '#text': 'The police found this list in his pocket: [...] Jacked out (knocked out with a black jack) .....$15'}",to knock unconscious,phrase,jack out,1927,The police found this list in his pocket: [...] Jacked out (knocked out with a black jack) .....$15,1927,The police found this list in his pocket: [...] Jacked out (knocked out with a black jack) .....$15,jack
1940s,"{'@first': 'yes', 'date': '1940', 'aut': 'E. Curry', 'tit': 'Hysterical Hist. of Aus.', 'num': '1', '#text': 'I tried very hard to jack out of it'}",to refuse or avoid a task,phrase,jack out,1940,I tried very hard to jack out of it,1940,I tried very hard to jack out of it,jack
2000s,"{'@first': 'yes', 'date': '2000', 'tit': 'Other Side of the Wall: Prisoner’s Dict.', '#text': 'July [Internet] Jackin’ Rec: (1) Wasting time. (El Reno, OK). (2) Ruining someones recreation time by causing a disruption'}","to waste time, to mess up recreation by causing a disturbance",phrase,jack rec,2000,"July [Internet] Jackin’ Rec: (1) Wasting time. (El Reno, OK). (2) Ruining someones recreation time by causing a disruption",2000,"July [Internet] Jackin’ Rec: (1) Wasting time. (El Reno, OK). (2) Ruining someones recreation time by causing a disruption",jack
1970s+,"[{'@first': 'yes', 'date': '1970', 'aut': 'G. Scott-Heron', 'tit': 'Vulture', 'edn': '1996', 'num': '56', '#text': 'I sat [...] and drank a Jack D'}, {'date': '1972', 'aut': 'L. Bangs', 'tit': 'Psychotic Reactions', 'edn': '1988', 'num': '108', '#text': 'Reaching the halfway point in my fifth of Jack’s'}, {'date': '1992', 'aut': 'J. Mowry', 'tit': 'Way Past Cool', 'num': '140', '#text': 'Gots me a whole motherfuckin quart of Jack D'}, {'date': '1993', 'aut': 'T. Jones', 'tit': 'Pugilist at Rest', 'num': '59', '#text': 'Bagitt [...] threw up, which was a shame considering he had finished off at least a third of a bottle of Jack'}, {'date': '1998', 'con': '1986', 'aut': 'G. Pelecanos', 'tit': 'Sweet Forever', 'num': '58', '#text': 'The table was crowded with [...] a couple of dirty ashtrays and three shot glasses holding the smell of Jack Black'}, {'date': '2000', 'aut': 'N. Barlay', 'tit': 'Crumple Zone', 'num': '173', '#text': 'Shot of Jack in his hand and still sniffing from his last trip to the toilet'}, {'date': '2001', 'con': '1975–6', 'aut': 'E. Little', 'tit': 'Steel Toes', 'num': '129', '#text': 'Tell her to bring [...] a double shot of Jack D on the rocks for me'}, {'date': '2002', 'aut': 'D.H. Sterry', 'tit': 'Chicken', 'edn': '2003', 'num': '130', '#text': 'Let me get you some Jack and a Jill'}, {'@class': 'new', 'date': '2002', 'aut': 'R.G. Barrett', 'tit': 'Mystery Bay Blues', 'num': '91', '#text': 'Would you like a drink [...] There’s Jackies and ice in the kitchen'}, {'@class': 'us', 'date': '2006', 'aut': 'P.M. Levesque', 'tit': 'Confessions of a Dylanomaniac', 'num': '458', '#text': '[We] put back enough Jack’s to get a glow on'}, {'date': '2006', 'aut': 'G. Pelecanos', 'tit': 'Night Gardener', 'num': '230', '#text': 'Good ole Jackie D, baby'}, {'date': '2008', 'aut': 'T. Piccirilli', 'tit': 'Fever Kill', 'num': '105', '#text': 'She [...] steals two bottles of Jack'}, {'@class': 'new', 'date': '2008', 'aut': 'J. Niven', 'tit': 'Kill Your Friends', 'edn': '2009', 'num': '51', '#text': '‘Any more for any more?’ [...] ‘Wifebeater,’ say I. ‘Rockschool,’ say the other two. Trellick gets the Stella and the Jack and Cokes in'}, {'@class': 'new', 'date': '2010', 'aut': 'K. Richards', 'tit': 'Life', 'num': '495', '#text': 'Wine had [...] given way to Jack Daniel’s as the favored band beverage [...] the Jack flowed again and other stuff too'}]",Daniel’s brand of whisky,noun,Jack,1970,I sat [...] and drank a Jack D,2010,Wine had [...] given way to Jack Daniel’s as the favored band beverage [...] the Jack flowed again and other stuff too,jack
18C,"{'@first': 'yes', 'date': '1708', 'aut': 'Ebsworth', 'tit': 'Bagford Ballads', 'edn': '1878', 'num': '386', '#text': 'ballad title in  I Jack French-man’s Defeat'}",denoting a nationality; eg,prefix,Jack-,1708,ballad title in  I Jack French-man’s Defeat,1708,ballad title in  I Jack French-man’s Defeat,jack
14C–17C; 20C+,"[{'@first': 'yes', 'circa': '1525', 'aut': 'J. Rastell', 'tit': 'Gentleness and Nobility', 'num': '239', '#text': 'line Nay, iwys, pyvsh and rude Jack Javell'}, {'date': '1577', 'tit': 'Misogonus', 'aut': 'Farmer', 'edn': '1906', 'num': 'II i', '#text': 'in Marry. sir! this Jack Prat will go boast'}, {'date': '1593', 'aut': 'Shakespeare', 'tit': 'Taming of the Shrew', 'num': 'II i', '#text': 'To wish me wed to one half lunatic; A madcap ruffian and a swearing Jack'}, {'date': '1607', 'aut': 'Dekker & Webster', 'tit': 'Westward Hoe', 'num': 'IV i', '#text': 'There be a thousand bragging Jackes in London'}, {'date': '1617', 'aut': 'J. Taylor', 'tit': 'Works', 'edn': '1869', 'num': '120', 'i': ['Iacke-a-Lent', 'Iacke'], '#text': '‘Iacke a Lent’ in  I If any poore  doe happen into the hands of a foole, tis but a Foole and a , or two fooles well met'}, {'date': '1640', 'aut': 'H. Mill', 'tit': 'Nights Search', 'num': '52', '#text': 'I For I do use her, as a hooke and line To catch Iack-simple'}, {'date': '1641–74', 'aut': 'Ebsworth', 'tit': 'Roxburghe Ballads', 'edn': '1891', 'num': '341', '#text': '‘The Merry Country Maid’s Answer’ in  VII:2 For rather than I’le marry such a Clownish Jack, / I’le buy a witty fellow cloath[e]s to put on ’s back'}, {'date': '1659', 'tit': 'Catterpillers of this Nation Anatomized', 'num': '5', '#text': 'Its likely they are but lately rose from that doglike life of Iackyes like the fool that is proud of his own wit'}, {'date': '1675', 'aut': 'C. Cotton', 'tit': 'Scoffer Scoff’d', 'edn': '1765', 'num': '221', 'i': ['Jack', 'Mountebanking Quack'], '#text': 'This , / This paltry'}, {'date': '1948', 'aut': 'P. Kavanagh', 'tit': 'Tarry Flynn', 'edn': '1965', 'num': '97', '#text': '‘Shut up, you jack, you,’ said Mary'}, {'date': '1989', 'aut': 'H. Rawson', 'tit': 'Dict. of Invective', 'edn': '1991', 'num': '14', 'i': 'Chico, Charlie, Heinie, Hymie, Jack, Mick, Paddy', '#text': 'The insulting connotations usually come through most clearly when the familiar form of a name is used, as in'}, {'date': '2000', 'tit': 'Indep.', 'num': '10', '#text': 'Rev. 3 Mar. A jack named Vig [...] a dopey redneck who wouldn’t know responsibility if it palled up with him in a bar'}]",a fool,noun,jack,1525,"line Nay, iwys, pyvsh and rude Jack Javell",2000,Rev. 3 Mar. A jack named Vig [...] a dopey redneck who wouldn’t know responsibility if it palled up with him in a bar,jack
1900s,"{'@class': 'new us', '@first': 'yes', 'date': '1908', 'tit': 'Dly Press', 'num': '12/14', '#text': '(Newport News, VA) 19 Apr. Once in a whilea pickpkcket will run across a drunken man who is easy to rob. Such a man is known as a ‘jack’'}",a drunk individual who is made the victim of a theft,noun,jack,1908,"(Newport News, VA) 19 Apr. Once in a whilea pickpkcket will run across a drunken man who is easy to rob. Such a man is known as a ‘jack’",1908,"(Newport News, VA) 19 Apr. Once in a whilea pickpkcket will run across a drunken man who is easy to rob. Such a man is known as a ‘jack’",jack
